826 2650
215 818 231
12 117 316
693 776 478
725 138 843
27 681 729
432 535 639
199 603 414
530 729 176
453 509 292
80 440 758
164 809 214
398 127 688
408 86 822
280 724 514
311 435 425
696 520 878
287 295 369
447 321 844
331 474 977
301 457 819
638 815 638
220 271 814
709 333 655
479 61 28
815 202 473
291 806 855
340 518 277
510 707 357
184 801 204
88 617 274
81 287 459
467 275 85
486 523 743
281 813 643
29 304 916
774 283 427
514 375 717
523 3 934
102 644 966
678 745 797
712 444 910
211 791 301
15 372 205
216 586 718
689 396 744
688 499 846
124 632 513
316 232 10
718 262 308
52 726 575
570 593 563
713 571 603
99 442 660
735 750 583
315 416 490
469 654 431
52 284 499
264 52 476
642 335 374
611 263 277
189 60 695
698 288 524
741 757 711
78 34 775
510 705 495
321 364 613
183 595 107
301 285 904
525 590 387
791 475 1000
539 816 282
239 592 586
115 290 883
772 651 470
310 606 517
510 703 286
584 102 764
506 309 792
106 305 422
657 595 492
804 755 892
130 775 696
684 474 112
750 154 109
208 696 223
591 242 673
140 102 522
264 682 745
234 111 204
278 442 836
610 729 433
532 259 494
99 662 153
111 364 958
49 221 808
798 408 370
588 221 498
650 712 833
466 87 619
425 627 235
808 323 939
805 594 468
590 782 510
253 411 901
159 242 20
422 719 93
364 341 710
120 693 1000
477 308 777
594 90 642
475 685 801
552 614 703
623 638 996
759 275 116
336 701 504
361 587 216
488 103 976
351 149 84
622 123 13
187 419 152
63 124 224
261 563 206
190 315 698
538 584 135
720 471 257
299 344 491
661 4 40
387 461 299
475 10 69
485 149 948
237 536 632
342 687 992
431 640 273
359 696 115
124 501 25
501 617 52
173 147 539
481 325 828
126 825 705
548 294 295
741 48 843
779 441 758
516 297 484
278 113 689
492 449 283
372 456 263
440 256 942
234 70 763
652 515 456
306 409 638
615 63 453
371 462 928
633 467 454
62 651 882
687 495 509
528 779 849
688 64 897
67 701 262
19 728 228
249 759 555
411 63 474
273 458 941
20 560 419
591 792 525
20 690 829
614 223 859
134 517 133
217 306 377
32 525 1
632 624 960
133 579 505
181 452 737
785 92 800
113 736 746
28 335 284
523 289 354
532 366 915
127 20 968
692 409 151
290 540 298
310 614 554
565 578 112
259 133 728
421 692 508
719 198 375
198 433 454
80 169 262
303 768 73
706 457 93
587 332 550
592 17 840
406 737 150
401 153 491
438 61 247
293 234 392
345 229 987
17 532 283
140 683 446
594 425 425
5 63 482
541 736 569
742 117 356
813 571 482
101 167 644
140 284 677
668 87 459
113 316 142
731 49 358
281 445 916
614 293 734
794 355 449
141 78 726
495 103 857
223 465 76
740 401 175
473 526 78
610 679 632
456 277 49
559 304 351
599 785 13
658 578 51
32 9 292
221 593 15
224 218 916
514 253 856
780 299 974
116 693 639
256 352 179
221 356 328
206 812 307
379 334 261
786 218 967
500 495 248
450 789 915
172 257 889
545 356 388
669 385 368
3 644 45
138 601 390
91 269 53
138 465 925
124 795 452
286 610 559
463 816 547
550 242 41
276 57 857
537 810 130
745 743 626
659 596 434
146 547 543
446 657 563
737 213 789
13 683 816
574 153 369
626 288 335
700 403 226
433 167 488
379 294 901
738 814 413
387 624 345
483 6 262
759 190 789
414 541 923
187 454 685
289 143 57
546 25 222
14 667 725
222 543 904
510 299 881
630 823 953
634 768 868
185 589 514
238 808 67
274 375 394
442 107 469
480 279 221
324 814 913
480 138 638
16 396 517
22 42 488
791 633 597
739 570 734
369 499 805
200 119 502
788 787 680
338 493 766
161 808 177
124 603 7
653 259 141
301 491 872
646 364 679
372 677 191
660 276 330
190 225 366
65 292 951
557 666 485
337 233 220
599 795 427
313 539 786
254 793 134
554 43 863
433 546 144
89 409 84
375 395 375
567 717 982
630 783 371
611 465 273
723 224 997
288 296 94
191 494 226
492 144 205
564 274 190
251 537 195
708 317 299
262 239 944
136 51 688
30 743 969
13 599 882
782 8 709
