9626 26369
6555 2706 456
4756 3170 -438
5186 9402 454
4202 8099 546
3746 326 -480
8614 2332 496
1740 310 714
6465 2509 -268
5762 1754 -901
351 3468 -364
6793 7297 80
9261 2753 539
7651 4994 816
6480 2327 923
2876 5291 -949
4812 2010 402
2988 5549 908
6196 156 605
4632 4780 658
7229 1831 338
574 726 -977
9091 1334 665
7331 547 -197
3797 6653 301
4633 8607 -583
1183 2467 -270
2053 4834 -968
7276 3043 -70
6876 3666 646
5462 5456 988
3952 6257 144
6818 2485 -228
7894 7216 649
641 6131 738
5803 9403 538
5257 1849 844
5200 2560 -981
5064 2097 -728
7479 3815 -715
6106 6335 -622
2109 3866 -107
7231 2452 -903
4961 717 -581
6454 1304 597
6996 8290 466
1325 7728 653
178 8469 168
6099 8648 -367
2476 6548 818
8974 7493 -210
2570 9147 961
7844 7692 -404
3887 6211 -283
1748 8221 -10
9244 5467 -562
2462 6132 991
1790 3581 31
9562 3125 214
4636 5696 -306
2274 830 -297
3589 1268 -416
4355 5110 903
6195 8771 -886
7872 3035 856
5783 6620 224
1521 2496 160
6845 7792 -991
3304 9110 584
4140 1655 335
1660 8735 843
9607 3655 -729
8862 6536 -582
2081 2124 78
733 1524 574
5966 1544 998
8348 4381 -554
9296 2297 -16
3031 1768 350
3459 1322 -920
4108 7651 -407
3628 2763 -530
8767 6170 -319
2709 8476 714
6927 667 561
5751 6806 140
781 86 229
4371 8626 342
1698 7974 -555
7654 2415 -550
6734 9466 -174
8827 1375 233
4867 8555 1
1560 6562 -114
6547 6464 -241
2488 478 -742
8511 5411 -509
7389 1632 -487
1785 5842 -404
4805 9555 -542
385 5751 -477
542 9032 534
3326 4428 -517
8351 7318 -481
9617 2368 14
3612 4955 413
5813 7892 -734
5004 5138 19
5558 8397 942
84 2137 116
4625 1654 94
5998 9412 459
8728 4048 -342
7646 9379 -422
4538 1380 -730
5336 6138 -217
1047 895 405
4363 2856 -950
8148 7711 197
2212 150 -120
3251 5810 947
3601 5573 -878
6962 7652 420
5343 6845 331
4683 4791 -837
8319 7548 -699
2481 804 -724
8283 9248 -447
8679 2404 -72
9507 3216 823
5436 954 -773
4874 4447 935
4231 3418 -453
3139 2966 -13
2437 7992 565
3381 8985 -287
9467 9225 -203
2719 3926 -640
7108 9565 -59
8049 711 808
7178 7796 934
2207 2009 -966
9092 3101 456
2285 7954 361
665 8370 -463
1938 1284 -759
4589 5858 -94
5243 9365 535
4832 4910 -646
6824 2137 488
2955 523 -41
5804 7449 688
5832 8678 556
3503 1208 268
5973 4957 245
2254 4679 588
4041 127 93
1856 6498 91
5211 1903 709
5086 8685 -624
739 2309 -650
8536 5478 857
2107 4186 -845
6247 1698 893
2063 2261 649
2942 215 -583
3315 1132 430
9426 850 -485
3611 8827 -199
4092 659 360
6890 2252 409
8001 6263 862
2603 1624 -671
8686 8668 616
6223 8096 126
8548 4980 370
7353 8727 -238
4865 1370 -997
5207 3282 -633
4213 3095 108
6698 113 -740
9537 3025 904
3040 225 -169
3465 3650 706
5616 7993 334
3940 1634 -161
2854 4257 -830
450 2013 477
5386 8149 927
6820 6257 -675
352 2585 -242
8434 3158 818
9071 1988 -353
1576 2700 214
6680 6635 631
3017 1889 -518
1615 4367 610
4470 8427 -694
1058 5749 -665
8581 9385 -535
7483 1241 95
4597 2183 -260
6017 5364 -732
9139 2001 -770
1246 5220 924
853 181 177
3197 331 -76
8090 504 -581
3688 1766 -34
1005 8878 306
2089 2950 -54
8833 5371 -153
8814 7399 -273
2241 2431 -198
5084 2434 518
6743 6666 330
6854 2336 -198
573 669 -772
8920 3915 942
946 4105 109
2357 5881 719
1508 2251 -201
3734 7276 715
4317 602 992
50 4238 -201
6359 4199 271
6719 5577 665
7662 8271 -491
3115 6583 509
5093 7674 136
5970 7673 675
480 6964 91
6905 9516 -654
191 4802 -720
2209 9161 -744
6672 8510 496
2634 7559 412
9042 4005 48
7091 5229 534
6022 9209 380
4095 4663 948
7783 2351 189
3644 5520 -296
6791 401 -140
6593 4456 -325
8447 955 -982
7606 4131 862
4134 4775 -719
2065 6929 949
8819 2916 -996
8662 8839 522
6106 9304 297
3965 5665 -90
698 9468 171
1775 502 780
7297 544 -730
4783 7442 -136
6426 9113 -888
9541 7588 890
8185 5397 551
8594 5282 498
420 454 -44
3009 6311 929
8553 318 858
9597 8457 472
9226 4205 207
7196 5826 -489
1222 7934 156
8924 3499 21
5003 4111 794
9115 4422 243
941 1309 917
3629 8134 102
4704 1741 401
5226 3394 -752
511 5415 -213
5660 804 497
2530 6307 908
1132 9241 -86
1850 4155 214
4584 1707 194
1081 865 398
8468 1136 686
3158 6270 110
3570 3372 -757
3659 6057 -633
8381 5075 -560
5371 6742 -717
3101 421 -855
2782 4432 -857
6804 2310 490
5406 3217 -558
4539 3645 -34
6543 9050 780
7981 4286 -31
1678 4963 -698
5323 6110 543
162 3499 -340
8721 9297 -101
3191 5820 295
3010 8177 507
836 4794 -693
8946 8744 -873
7060 8178 805
5668 2591 432
2886 1756 8
8966 8280 -152
2681 3010 -736
6150 7182 410
7301 3855 -925
8204 1554 106
6392 6414 -841
8724 2950 -919
16 102 857
6763 835 801
8611 4991 308
7778 7074 -249
228 7491 512
2958 7494 -946
6697 381 297
5202 7428 226
767 2406 576
9296 5266 -524
381 8475 547
5999 758 437
1190 9617 -268
322 8609 134
2588 1650 650
7251 1887 97
719 2164 -114
6300 1230 473
191 8675 -794
3202 5620 -1000
1210 8526 808
8490 6675 -49
397 8698 -963
1284 4802 271
2902 5815 -524
9230 4382 868
1884 6760 -570
1900 1694 -104
7865 6879 -428
6060 3562 -834
2900 7816 594
7460 7378 578
2201 3079 -554
9384 8192 -217
3977 2149 258
1863 7964 -575
6955 6621 709
5990 6151 446
4093 257 64
4080 3151 351
7176 4668 -681
5412 1615 482
5606 2297 800
4739 7613 719
4990 5787 -526
9593 2332 -522
9600 4070 -855
9025 5046 167
1936 8384 -898
1213 745 74
6926 6461 -286
8664 4841 -87
1357 7347 -577
7492 749 122
6349 5946 -605
4031 1894 744
6912 6856 -540
350 9332 768
572 9133 701
1776 4553 974
5503 5044 613
5177 6511 439
5807 1791 648
3463 8653 455
3032 1638 776
2335 8157 -521
1055 5895 68
6528 7718 -146
7525 7571 -978
7919 2773 43
6688 986 835
8001 6319 -593
3471 8252 -142
5859 4127 464
465 5531 -922
9461 2426 -492
7739 1599 213
2960 6623 -559
7700 6401 400
7335 5209 -899
637 2346 -414
267 4654 111
6208 4354 65
5416 7132 -802
2568 5383 274
9171 1321 -311
5755 8300 -744
5020 5775 584
6430 8683 -64
22 5507 508
6789 5115 -811
1175 2642 76
4254 8667 -792
5200 7540 389
5095 3293 -189
7509 8773 -8
7551 6266 -748
1788 7771 168
2938 2668 -927
9343 5030 -970
9011 4731 -850
7112 1927 191
4310 9224 -594
956 7610 -991
832 1449 -597
5925 3754 713
8636 1751 128
1412 2133 -233
919 1678 -276
4464 7075 230
7719 9220 773
6519 1172 -141
1828 8525 -208
2807 6813 573
6668 5184 -148
336 4536 -495
7803 1861 487
1882 7088 70
5383 4771 -100
8344 7162 736
9606 8045 -11
7983 8194 -531
7283 8785 -135
9176 3688 -715
5038 5108 -420
3630 7870 309
1691 5306 590
5942 1673 -5
8062 6845 790
4038 921 -154
5225 7723 -752
584 8112 398
1332 1416 -675
3166 3508 -534
9438 5870 80
5209 8733 -294
1733 5720 -125
1720 4242 -541
9468 7405 -478
6899 5170 235
1812 5603 278
9585 8072 -121
7733 2515 648
1671 5918 712
5871 1637 -903
6610 5074 851
3201 8957 502
2825 5327 471
6393 5106 -863
5447 1110 712
7582 1458 112
9561 6390 406
9471 2264 -388
3358 4878 -525
1827 6891 463
2624 8172 -12
1935 9211 421
4205 6644 524
6987 8076 -188
663 7664 329
5505 3614 843
3842 6193 30
5584 8331 686
9225 2421 -790
938 8807 -365
8737 7131 917
532 1455 561
1184 6437 -390
8209 4054 -479
6392 6821 609
4529 8499 -908
9604 6185 -458
1960 2635 -265
4671 54 314
6586 5944 -366
1431 5431 -710
579 4786 -971
1990 8846 -110
1767 702 410
7202 5973 662
991 4325 102
4587 5195 -126
9071 7852 923
1754 7423 316
6782 326 432
5763 2978 867
8182 4107 831
9427 1882 -77
2746 4452 -95
1148 9475 729
6603 5987 -283
3436 4105 -887
3536 1171 499
1505 1997 -971
2936 8772 953
6907 7798 905
70 7213 714
3114 3141 -159
2720 9244 587
8992 6068 866
773 3202 545
4697 2381 887
8046 8004 -499
2073 1921 990
7301 3786 490
2931 7269 -601
894 3011 -490
308 4195 891
9313 7598 -934
3466 7469 50
5252 8987 -303
1841 5377 -798
8289 310 -658
4592 2905 933
3726 583 568
5244 10 662
1955 4911 128
2008 7132 -177
7765 4905 -204
8748 7305 874
3622 1551 -552
4420 8599 545
5180 9166 -258
7296 6294 -181
2688 139 487
4120 4129 -22
9552 7576 962
3096 1770 825
3189 6366 624
6625 7401 641
1894 7396 677
6814 1009 568
5315 8301 -139
9148 1519 30
5105 2569 619
4343 6850 62
3986 8912 -525
4795 9 -589
1355 4392 -7
9443 7039 808
5976 1974 -777
2593 4915 -473
5731 3585 634
6859 5250 -543
6760 8781 156
1499 4506 -67
7345 5608 -578
3441 420 4
6951 4510 594
5360 756 956
4889 1839 781
5629 52 -197
3243 525 -23
2653 8641 -671
2665 7366 869
7151 5107 490
4236 2293 670
6067 8412 -210
8654 1504 -856
2296 1992 551
8614 6402 256
2489 7767 214
3010 3581 -40
2493 2483 317
1032 1583 723
1966 7342 -183
5048 5855 -309
1958 1940 837
8030 7145 663
9501 4844 198
8421 8470 233
3627 2492 -182
7834 3426 -440
3338 5807 -479
2216 349 -807
5246 8148 -531
2546 4682 350
6196 21 112
7381 8891 -267
6218 7420 85
5460 1828 528
639 5851 -620
7686 4577 893
3666 1468 -513
7954 4830 636
5826 2290 1
1019 5147 458
6171 3207 63
4641 7605 -140
7821 7230 -274
2010 1166 -652
864 1278 552
8927 9131 457
7772 4576 -448
1655 1431 785
690 8011 -912
4401 7624 -238
5960 6637 857
4034 8425 -678
4608 101 -353
5882 6166 -530
2886 9376 996
1474 1629 -936
6551 8870 -691
3651 5961 357
1335 5173 86
242 4834 815
1848 5139 -345
5406 9531 -807
2722 4045 -643
7638 6440 -969
1028 8159 413
836 2765 128
5935 5220 381
150 2994 -281
2062 2830 -930
7655 2759 -957
1441 2282 -256
3365 6376 -336
4793 3076 -902
6668 658 821
3446 4929 798
139 2040 -835
2205 1856 -51
1244 2538 -73
1348 2516 655
1085 7788 46
9245 8756 -160
1209 623 277
93 7579 571
9384 6123 929
8672 5158 986
577 5043 -520
5027 1161 712
8538 4312 390
4738 7331 31
9439 6257 809
4259 8169 -913
1685 555 -19
5243 6324 -847
9128 6966 -90
6772 101 -490
3574 6744 -648
4445 6136 -360
4877 1368 442
246 8696 -624
8672 595 -254
1727 5089 341
7845 499 567
4052 532 -897
6240 6953 999
7337 1463 -675
8964 749 -567
5186 3978 -729
6273 5511 -880
1321 6439 662
1322 1675 -9
6298 7191 -319
725 8179 798
3329 6081 -792
6305 6069 -622
284 7107 275
1228 8997 -342
4847 5627 -789
9219 4756 -769
245 709 -220
8469 3598 999
4030 2975 -943
2525 3077 -547
9095 8722 -94
8845 7988 745
3165 8494 -326
4878 9331 -625
7417 2458 -951
1080 6622 501
3762 3119 -698
3803 1042 -236
1687 3784 317
2806 1475 -871
384 684 935
597 7928 -59
5831 8919 571
8105 7951 -875
151 5855 -432
7560 9249 54
1111 683 -712
1628 6862 490
1208 8131 -324
1214 177 925
7904 5763 472
8350 853 209
5821 8625 -947
4468 1768 -500
3263 6765 649
4831 1103 -583
3453 4331 432
2771 9532 -618
6864 8562 -766
3210 908 -811
5894 4304 -575
729 5865 543
1080 2912 292
4072 4953 -670
8365 4858 593
8343 1261 -754
7368 5183 341
5033 1934 590
7384 7122 -857
5211 6881 -823
769 5578 353
8582 2153 802
2623 1196 -929
3615 1959 548
3443 3428 -120
8879 8009 891
9216 6449 -746
1341 869 129
7755 9379 -593
4385 4733 21
3663 1225 -283
479 1480 -928
3209 3719 369
7036 7367 -723
1246 8536 540
6184 4696 47
8280 5614 571
2087 8647 962
8253 2396 -462
7499 4633 -276
6969 1877 -966
6869 4228 -352
8582 1563 844
8242 920 -120
345 1130 167
6414 212 30
4642 787 -930
2399 8812 -671
8292 7710 665
3827 6978 956
7787 1229 -851
7102 4043 -605
3913 5462 65
9301 1644 236
8492 5355 -262
8713 6726 413
7315 1365 -938
5318 3048 -595
3880 3953 -365
3458 5876 627
4949 2661 -381
5142 8668 -556
9037 6458 829
4657 5250 -852
7374 388 -894
3826 1991 621
6041 5210 496
3932 188 80
3584 2379 788
1244 2528 335
6834 273 604
7785 3529 147
7884 1702 516
6483 8243 183
7907 1266 -585
7009 2038 -435
8355 7297 476
3921 2659 761
6074 2687 488
890 4533 -920
924 1922 416
3399 8356 957
524 7990 -975
5206 8737 -564
9515 1224 -937
8173 9161 534
3542 7000 832
3849 8977 179
3940 5018 -633
398 6065 -702
8667 6485 503
7257 7163 986
2030 1537 665
7508 7370 -793
9479 2604 -88
4772 7624 -731
3872 27 -596
1686 7140 -677
6122 9211 392
5631 7968 285
8707 9046 -180
1448 7460 -217
1309 1830 62
1507 238 339
659 377 499
8256 7063 -439
5287 6257 -951
1652 3396 454
3137 5695 -276
2677 1916 -745
4186 8271 858
1870 850 394
724 7775 624
4789 2439 734
4609 6600 -851
4645 3144 -899
5399 1388 954
5438 2135 -43
8741 2233 -426
6778 7115 454
7989 1662 25
4035 334 -872
7198 4819 354
7044 4249 534
275 667 111
5021 5956 765
6353 8471 -840
6640 9364 947
1469 6115 -508
6 4622 -811
751 498 404
4742 4189 -152
7729 4109 835
5979 5309 442
3840 526 197
5522 2752 968
932 2696 -769
8502 3392 -782
7143 6052 785
6857 5627 848
4233 7754 -149
6176 6412 -354
2855 4971 377
5619 3267 -869
3069 5905 971
6267 7206 -451
5788 5358 -370
4394 9309 -500
4861 5549 842
6053 1586 -793
4151 798 -504
5974 4555 184
6130 5625 -491
8845 9350 -78
6355 4927 -741
4259 6817 -718
4630 7539 83
629 1275 -917
2855 8548 63
288 8945 994
1579 5526 -495
4816 7012 -974
6680 4432 -625
3334 8532 675
1235 5576 -119
6001 4584 468
1290 231 996
4689 5409 -760
7402 1816 320
4190 5082 -325
8766 516 198
500 5580 166
9307 7704 -499
1290 2701 -72
8711 287 -506
4055 6122 400
8179 8053 -98
6875 4343 659
9605 2967 601
4444 4171 755
202 326 661
1990 295 -659
6989 2769 707
7281 2269 -866
4862 9541 -85
26 8231 730
262 5621 -503
768 7767 557
2711 1300 594
983 5494 962
9022 9557 -869
8645 8029 797
2748 761 -712
1051 3179 -165
326 6608 918
1087 8393 -723
8077 1083 455
1377 1826 129
6458 3386 -69
1112 4926 562
3652 8533 -931
6916 6843 -769
9050 9060 716
2903 5397 -706
6505 8999 -107
4888 8257 -784
8974 453 -228
5278 3025 -621
1315 2303 914
307 4059 226
5112 4211 -803
5936 642 -688
483 9474 -246
47 9065 269
4287 658 -918
7178 4220 -301
3902 7213 623
1888 6995 940
747 7253 473
1257 7821 -584
6741 1578 369
2678 3217 -399
6343 5990 701
4198 7458 -805
4773 8068 -221
5648 8056 584
1890 3613 -886
4277 6468 -937
1253 2047 -867
6595 8629 498
3747 1858 987
3321 885 -888
2405 9064 60
9181 5072 -682
6949 350 122
1022 7489 870
5889 5130 386
1869 7754 -691
785 2536 -445
2546 1699 308
3675 6744 -427
3701 7883 279
7093 5763 53
5839 8287 836
5744 8919 525
2222 8542 -723
729 1563 206
4923 5781 -214
4542 7855 -203
8878 9052 -415
8414 5643 -512
2631 2396 -56
8901 1829 -388
6778 4197 -218
1136 2381 140
8086 3773 -977
6238 6908 915
2045 3027 983
3439 4071 930
2608 8999 36
2543 4905 515
5624 2683 929
5285 2317 235
2148 1203 712
9341 7758 -950
9043 1302 -658
1352 6192 153
7546 7666 590
6627 1405 137
2323 1756 -276
7122 3286 466
535 3105 -463
1005 7195 818
1755 8585 618
6920 3868 -871
4618 1215 -828
2323 8271 585
6870 7285 -27
2977 8207 227
9468 3426 -646
7955 2611 -514
2661 6488 -166
7461 2211 582
5698 8378 767
733 531 800
6015 9543 -375
1199 5482 -775
639 4352 -751
1476 703 -778
6500 9012 -802
8239 3164 -489
4639 2172 -178
3668 1678 -876
1556 1616 -658
385 6272 -781
3384 7197 -798
8038 9055 -399
796 1355 -452
1459 911 580
6365 7838 -875
6249 1734 -421
8985 2529 892
9565 3235 232
8859 3361 -249
1442 6878 -159
203 6094 867
7871 5183 856
217 1657 -305
7950 8789 731
4312 715 362
1779 6561 -445
9358 4887 374
1169 864 -700
8187 8146 -298
8298 4406 -676
820 141 128
7687 2523 1
6406 975 -236
1628 2149 948
8585 1096 -791
5521 9150 84
5789 8373 -194
8952 7173 332
4994 1865 -899
3668 2716 -750
5633 2899 733
349 8175 -290
1099 6982 -875
2018 1622 98
2722 7524 -901
1768 7718 533
2337 2512 -62
6832 2499 985
5791 276 349
7552 2890 -715
240 3283 272
7740 2749 -689
4712 6550 12
6657 2780 25
3275 8860 857
6359 6572 -869
3941 3779 449
4201 8348 526
2639 712 297
2088 3376 135
3725 7736 864
1432 372 -872
1800 8927 571
1076 7153 939
4221 2673 -848
8518 4561 -149
8601 4890 869
2514 6565 955
1040 1921 656
2011 7309 782
7719 6270 473
842 6720 -528
6058 6093 -186
2884 9075 635
3174 9529 -405
163 8796 -820
5363 6663 17
21 6112 -220
9564 1678 561
7661 4068 655
5182 4552 -126
6483 2404 77
4317 6904 997
6855 3681 107
157 5861 -635
72 6154 -911
9496 9316 -313
4183 2428 -209
3072 7609 -925
8627 4426 -809
2453 6785 91
6556 2439 -186
3921 8318 -965
9401 12 -904
3573 7638 -684
5919 982 -450
8096 7942 149
8059 2564 874
8546 5511 469
9471 1934 -303
259 8601 950
1576 7514 900
2446 1016 -295
9325 6096 744
8872 7715 -977
4367 1061 -205
2640 4546 -774
9466 2718 -154
1631 759 -361
2856 2640 -741
8472 8977 -852
4600 9600 -97
8363 8331 901
717 7632 901
4044 2534 -608
4085 7656 89
2055 4171 -48
4302 7004 494
7749 23 111
3214 960 752
5139 4788 -260
5429 6297 -876
3404 4353 -566
5878 1282 168
6035 3910 -243
6064 6905 254
1762 1263 109
6180 6794 249
4825 7345 -538
5156 526 728
3682 8146 -835
3961 1025 257
1143 5561 617
7179 593 -360
4319 3738 -893
1881 4620 828
9568 8592 -103
490 1934 -355
587 4154 282
8656 6170 -601
6885 4715 -266
4528 1513 -119
3471 190 -707
7202 2157 119
6311 6314 342
8100 8602 867
2952 3631 -563
9194 7030 -420
565 3444 176
6104 1147 292
7660 3590 373
6243 5412 -702
8592 5709 -39
7906 5743 -407
2120 2265 -513
1370 8819 583
2240 1728 33
6356 711 -503
5236 1546 -342
8530 4336 -123
2909 7574 -537
51 3708 -943
3049 7944 301
6012 3782 -724
7267 8882 -517
992 1695 774
5278 7595 -466
1465 4869 -813
6196 7776 -377
9336 9316 -40
6795 4911 -30
7515 8748 866
3396 1818 -409
7611 6943 466
6817 4517 344
9118 2653 365
9157 5535 386
2929 5292 569
7432 4708 615
812 7973 -644
7725 1694 -5
9025 4422 -539
6258 7117 595
9469 2468 -507
239 1422 240
6871 7186 -312
4038 6279 910
414 5376 -15
7020 9036 109
780 4651 789
3613 2135 473
9363 9059 -969
8164 9434 -156
7444 5503 20
4648 5345 -564
4403 3318 645
6468 3746 861
6142 589 833
7812 3826 562
8623 911 496
1239 2833 -78
7974 9088 121
4075 6824 332
3558 2837 4
3888 7540 137
9064 7694 365
5380 6666 -829
4104 4893 886
9626 4916 -338
5906 3226 -733
1510 5006 502
2363 3851 -737
7133 8285 -245
2509 4551 -410
5026 8944 496
1680 3020 -109
7648 9523 -44
4066 1066 -212
3989 4620 -377
8859 8901 590
6827 8663 -207
8550 6271 270
481 4559 805
2032 5286 -160
2770 8588 -298
8583 1956 -83
7191 8741 -158
3484 5402 813
1251 1439 -986
1229 6683 83
2391 8250 350
3406 4072 -64
5970 4600 -270
6731 9455 -11
5212 2922 -303
2420 9354 -17
5489 4693 -493
1325 734 -920
1004 3128 -107
1751 7711 955
5841 8754 -402
6807 4909 -479
6091 7773 -977
551 9224 599
8630 5039 702
1781 4097 -396
6397 34 196
7711 5915 -933
5338 991 -971
330 507 197
2165 303 532
582 574 834
9110 4716 541
2034 737 714
3859 6294 936
1698 6177 -755
4902 5096 -947
3403 2047 -616
7484 8392 -700
4951 6457 966
88 7458 823
2775 7337 -499
8855 7004 250
4577 8954 -96
5556 1033 -305
3408 7754 0
1890 9309 124
3318 8660 -328
2798 6200 -109
2182 6924 890
1161 6896 335
4167 3708 487
942 6844 885
1069 2354 240
7863 564 -853
5509 198 -88
8895 6699 -814
4629 7284 -826
4782 2345 776
7817 4492 -825
1595 6173 -353
1787 417 305
4634 5506 486
2290 1837 -239
2332 9292 -972
819 4351 51
5785 2506 -596
2863 2470 -746
970 2354 410
2117 9137 -639
6680 8086 -690
4355 4417 -483
7763 5006 -370
8198 3658 170
5382 2039 848
2936 4103 -194
5499 7095 -649
9341 4101 -242
266 3829 -345
6596 595 -244
7262 4565 -578
4883 4661 -978
3269 3197 668
1619 5349 736
4343 24 956
5387 585 -560
4657 1113 343
7250 5444 957
5268 2452 -348
3488 6152 -146
5853 1910 455
7997 600 -63
1819 7825 153
5777 645 539
5005 1379 450
3040 9473 655
9223 3361 87
4362 4513 300
6042 2333 -341
5937 4655 27
8720 7833 -161
7563 8151 923
2859 7050 -919
2061 1981 531
1137 8551 -238
3103 7201 -346
6994 6990 -765
6812 8723 61
8454 9248 -913
7115 8295 592
7072 4572 456
8795 9352 320
5700 3795 680
7124 6440 -838
7665 8162 786
6696 4679 899
3555 3196 933
5970 7200 -878
2117 3633 110
9351 2785 -100
2538 5927 339
6370 5594 969
8812 2231 -114
9151 7728 4
5323 471 -624
7530 2550 646
8806 541 321
154 6797 -144
6866 8698 882
8207 261 -715
9613 1359 -292
5099 4873 283
4127 7957 -598
2378 7426 -834
4610 6886 -754
8484 8024 -170
5588 1368 -304
9085 9198 268
4149 1947 308
4864 96 676
5784 9546 184
5405 2773 689
4209 7437 -349
9332 4228 -61
2025 4574 -993
6653 7972 -461
5642 2976 -820
2779 6734 739
6647 7302 452
7379 3905 -555
1096 1054 75
1017 8530 92
1548 8657 527
9346 932 639
7119 8825 -386
5413 4667 63
4849 8617 -90
2454 7907 -569
775 5464 425
5372 9327 475
3153 7899 -1000
9222 1926 -251
8413 9293 151
5320 1853 670
9377 3126 -875
9176 3397 388
2300 9528 -785
791 4310 -328
7129 4497 573
2613 472 -17
1911 5910 -627
3056 5469 61
8329 7876 -786
4355 581 -605
1304 6658 -929
1809 9491 547
6849 1553 616
3686 3140 -43
5302 8843 895
336 8027 -145
1124 4264 -609
2654 1711 786
5279 9500 -356
4001 5024 385
4477 7802 499
9076 1769 324
376 4117 -940
3819 1475 302
3811 4130 747
5766 5697 -401
9313 4995 550
5438 8848 -806
8969 350 -502
8025 589 535
7439 1440 168
7072 5895 568
2949 1833 985
3605 8421 -274
4085 1928 137
3983 8665 524
2952 142 248
7226 7753 178
9446 4723 -311
5926 9623 942
8606 8771 -471
6359 1729 -486
1662 6533 498
563 2586 37
6514 6829 -630
2468 2262 913
3214 6949 929
4529 3054 -692
8715 2836 -713
4930 3061 589
8845 5430 340
3083 7077 899
8461 9568 497
3290 6001 -992
451 7410 -67
6415 2596 -438
121 2473 -236
6335 4625 395
7598 4583 -133
5629 9497 99
3661 8298 -826
8085 8632 -574
6354 3119 954
9236 6767 -974
2536 3033 85
6320 9037 -882
9153 1625 -231
2867 9011 -983
978 6907 854
2337 173 -308
1404 4625 683
3024 3540 933
3559 8367 510
8036 8339 848
4272 2822 -369
3204 1710 -871
8770 5712 138
5664 5078 577
6199 2572 -163
336 5598 -783
587 9504 -287
9057 8838 800
5928 5902 972
6500 5638 -620
4199 2822 -567
5116 5317 432
736 7125 748
3138 7744 -423
7422 5426 -250
3867 696 -562
6637 7265 549
7499 8829 84
7445 1526 90
4877 2905 -499
4554 3309 867
3413 7128 -608
5947 3803 -572
5504 7419 -56
9068 866 -323
4161 7181 498
3654 6554 529
4154 3963 -166
2210 3374 -849
131 2932 -817
5595 3876 950
5447 7133 -160
6710 5973 872
8986 8906 48
2939 7677 33
6180 8393 -302
8328 1042 -711
877 3698 131
2833 4661 -999
38 2465 900
3099 8060 207
7543 4218 -187
83 4308 -654
4332 3270 542
1804 2142 895
1527 8485 -58
6185 7479 -487
8628 8440 -951
6169 8126 -331
453 2160 -815
9095 5830 499
6731 5906 -9
7373 9431 467
5105 3528 -439
2498 2733 130
1279 8869 -109
1539 4983 -701
1156 4354 -952
6436 2400 -546
5014 2727 -107
6037 7019 -363
4785 7715 700
4134 7727 235
353 1483 -725
7602 2476 -220
3920 7208 743
6432 2682 -772
5101 3698 965
4209 6621 -92
1033 9496 735
3257 5069 -74
3729 494 -167
9490 2022 133
244 6676 707
227 5031 166
6126 4039 770
9593 6011 -214
1219 7123 280
3850 3646 -937
8738 1640 -154
8451 1053 195
8895 5420 -178
110 359 -904
7707 5757 -683
7071 784 157
186 1869 -912
7813 5961 -666
2891 7473 -722
9577 8610 458
9458 254 -774
5938 7426 144
2747 3595 -95
4489 560 -753
6625 7696 -493
9521 7965 933
2787 8423 -979
4543 2634 -448
5960 9400 374
5149 1560 59
4376 3653 735
527 8507 -214
1248 532 15
4027 9430 629
3854 681 102
9155 5685 -541
9398 9370 865
8699 188 529
7505 907 -224
5406 9508 -856
7756 6326 -545
7982 5501 -599
7897 1653 123
8954 8341 -648
775 8206 874
3115 6637 792
6181 7010 -106
5133 2307 673
4850 7850 -218
9314 1444 -808
2267 2214 -527
6497 2027 73
7190 4798 -56
9113 4606 412
5093 3564 -254
7585 1531 -513
8507 7688 -153
1529 4376 783
3751 7087 -995
9074 2877 531
6814 8694 750
6294 9300 -442
2357 4639 702
6298 526 -453
8861 2211 685
593 5172 -184
7023 9040 -288
7348 8395 -585
2522 7562 -651
4088 14 -388
1143 4395 256
1858 870 814
1891 6361 440
3764 6443 171
6983 822 -807
6328 5175 -688
7962 6326 214
5750 1341 113
2427 9529 -381
5395 8122 -181
2704 6085 -22
4512 3981 575
5146 5036 -933
1660 4308 158
1822 3774 31
4557 220 979
3477 6717 -303
5347 8562 -834
3076 634 -596
2360 5829 124
1851 9183 190
5303 1876 991
87 3812 637
4291 126 973
5148 1566 875
1071 3479 -962
9434 6732 670
2161 9270 -481
8872 8873 479
3383 8883 -830
6624 7875 451
1611 4125 -705
5172 2367 -628
2980 6617 -908
1436 4677 -644
2636 4079 -975
3038 8177 -199
7029 7102 -299
1148 9229 571
7032 5617 579
2972 4905 -593
8892 1525 839
703 8140 657
4611 5934 -33
2858 807 -129
6363 9563 -814
7225 5907 -747
4288 5088 -918
4926 8316 989
2946 6449 -874
3750 2180 -574
9569 5643 827
227 9085 -551
1446 5699 -47
5932 1912 -769
5773 8261 58
49 9400 -232
2854 4082 -104
1257 5019 700
4044 1257 -326
7628 9620 -748
1867 9610 -300
8174 2769 -591
7804 9154 383
1415 2123 -389
8959 2789 823
8790 441 367
8725 5252 -731
7217 5561 223
3163 3235 101
7030 1967 -294
5430 9418 379
7547 4245 282
4427 5532 -36
2772 291 802
5041 6725 223
4654 3395 629
1249 1937 392
7437 6696 -665
3672 2869 753
2785 2331 -338
6031 773 912
924 5962 -798
3341 5 -440
3817 4707 26
7938 9305 89
6547 3723 -241
1570 5181 454
7181 5398 618
8562 8512 -787
8297 6093 -349
4214 8909 784
4471 6747 -143
5968 4617 803
8107 4254 208
9381 5490 -510
3577 2506 -317
9024 8941 163
7151 6447 -828
6406 6675 922
