17
985 960
269 260 -740
741 133 69
41 252 -859
464 702 -836
481 545 334
725 208 250
69 539 410
795 181 115
657 217 -578
239 695 -39
581 116 -569
375 553 -684
39 753 -667
503 698 874
584 457 132
72 38 806
138 221 -326
39 66 -363
311 731 -41
345 440 35
520 354 630
601 763 -350
192 623 -749
736 432 897
240 307 -728
274 32 157
533 439 216
749 515 981
92 569 -175
348 510 475
124 70 752
488 524 -117
371 455 -530
264 762 -577
518 774 201
441 393 35
204 309 -417
755 340 -787
768 267 331
145 402 -474
180 419 -613
385 509 -863
429 355 -399
593 473 -922
296 638 -461
678 268 -394
104 388 233
29 320 -890
249 148 -247
338 386 918
704 146 626
324 551 33
75 529 -257
210 202 238
514 409 276
588 454 617
629 109 279
340 271 -449
81 800 -522
448 658 378
420 317 -846
668 47 723
40 298 774
34 429 -608
586 784 -457
189 438 470
524 467 -586
339 379 694
159 475 -359
197 607 652
753 756 -681
168 730 -402
235 92 442
416 353 61
398 732 359
158 700 -612
456 399 129
649 450 776
611 160 395
179 454 980
718 542 -773
521 85 736
349 687 -596
597 381 -653
270 221 -481
50 525 266
657 49 934
156 7 -831
644 643 136
487 698 -109
313 749 965
617 492 325
460 14 881
358 371 -563
242 194 616
135 548 759
371 778 -137
792 613 712
499 149 -158
308 278 -391
661 283 740
243 599 -360
727 62 950
401 198 -697
604 491 495
701 694 829
349 565 -877
276 429 750
278 50 483
121 476 260
10 658 436
656 524 9
691 3 -240
114 590 871
761 771 -654
578 443 401
206 254 -983
149 406 885
650 546 462
792 671 501
318 426 -400
187 522 -740
81 320 -529
414 690 -411
613 186 -270
267 488 367
762 262 -101
6 120 -767
249 408 909
514 260 716
297 53 857
255 438 -303
17 278 710
775 720 308
746 761 883
276 783 -737
465 279 82
392 419 389
520 264 -339
322 371 -733
709 45 -100
643 662 372
471 324 810
754 179 -909
511 348 -510
180 802 -931
633 189 963
548 482 -896
338 90 -334
200 355 -439
301 64 936
26 410 -298
958 832
87 14 98
449 701 -976
950 54 -121
741 217 -270
520 935 919
872 491 878
556 626 719
396 922 -235
576 286 811
540 833 729
64 744 -754
718 802 855
57 912 373
268 619 210
927 751 -542
406 66 258
770 260 -282
82 778 382
173 15 845
683 129 48
258 82 -808
744 448 -267
444 250 398
150 860 -420
862 852 458
281 853 915
957 955 -833
59 283 -245
861 690 -748
792 11 213
656 633 484
264 516 -88
60 362 -244
807 951 894
834 197 988
397 795 326
137 596 -614
309 11 -616
274 90 -542
247 353 388
74 486 -37
491 586 281
20 783 150
713 711 212
754 4 387
423 121 618
804 204 569
446 746 216
636 358 427
306 864 474
802 124 -899
336 656 -547
520 898 -786
631 365 360
451 692 -370
811 850 -39
224 59 404
686 850 443
539 12 190
309 12 -102
400 596 623
210 141 -911
520 874 -541
434 409 622
898 499 209
213 600 -770
381 757 796
826 332 -811
46 926 840
263 227 -283
593 19 -252
610 498 -401
490 807 -974
467 349 151
125 108 339
711 789 285
957 217 -732
198 259 519
263 354 822
749 576 -859
530 207 441
448 583 -807
669 247 -430
660 602 33
135 176 717
42 929 687
567 691 205
301 187 -412
63 134 -633
863 788 675
8 240 -443
205 117 -95
320 457 -369
127 79 -566
44 462 414
645 499 65
163 510 -777
749 178 864
885 868 777
83 283 -625
476 59 -226
311 218 18
609 668 -499
931 362 325
190 468 -448
230 786 507
100 763 -553
645 542 105
891 474 -743
664 654 655
418 946 728
48 287 509
815 118 -672
101 300 -524
489 422 -425
588 626 -956
264 445 -826
126 644 -876
656 593 360
782 715 -292
933 949 -314
425 625 724
537 352 302
396 497 573
26 140 -734
732 218 -313
396 297 -381
733 175 625
642 96 -120
70 783 -103
801 556 350
390 508 -509
941 15 269
931 193 -696
54 174 -451
524 556 -308
404 611 599
277 769 -499
323 142 -141
831 847 715
691 441 -391
776 879 973
508 718 -185
241 603 839
884 545 523
115 57 -118
615 358 359
621 14 119
763 77 -803
351 947 -402
838 431 -72
378 912 -913
655 256 -907
173 119 -145
197 613 -626
670 378 495
83 926 -885
746 886 -527
208 957 673
940 615 -762
34 789 -183
536 329 -343
403 390 -578
498 225 -563
497 412 -711
449 388 -333
740 366 -558
766 482 -208
361 704 -254
557 575 -645
599 365 380
53 319 671
182 364 -205
326 575 -695
652 854 -537
857 257 -252
253 107 -374
427 386 290
217 790 86
585 892 848
609 675 -653
577 844 517
794 282 -575
619 757 995
787 839 -429
706 638 -720
357 241 -871
806 442 483
151 105 -368
595 871 -267
633 718 328
678 71 -663
475 569 225
163 76 694
948 746 -277
133 296 810
368 437 433
143 436 -27
633 940 37
113 457 711
40 831 134
879 204 -773
797 379 296
736 44 191
206 803 -932
234 789 13
257 591 222
319 529 -393
615 363 -328
110 778 192
634 140 -499
745 9 -733
742 458 647
277 209 881
809 618 234
932 322 610
57 144 599
625 320 467
939 658 -757
644 632 -988
448 396 -422
604 764 728
597 16 -134
837 825 -50
895 620 -926
819 569 -602
535 592 760
85 153 -282
353 897 251
742 370 -818
570 492 -921
86 224 154
265 781 55
38 10 -647
29 485 582
405 926 -379
535 389 -214
381 59 287
90 607 -325
816 46 509
858 533 -732
377 909 -682
112 536 456
28 626 87
626 51 -725
598 259 -202
34 610 863
392 272 -141
485 239 -506
770 126 665
316 54 657
626 579 -295
481 61 971
546 47 -452
925 851 145
299 471 -926
720 798 -697
83 604 59
627 889 434
774 546 467
361 672 145
341 246 394
649 56 -324
329 127 107
536 661 -282
117 121 -96
29 262 685
626 438 -242
477 919 -195
12 286 761
894 348 674
361 68 176
43 930 -786
957 648 -4
754 442 580
907 290 32
795 537 -162
723 49 -199
512 184 -702
717 87 693
156 807 1000
419 157 363
581 856 -245
553 540 321
345 871 261
276 719 -742
65 43 -501
448 725 -195
839 827 890
345 683 -335
49 736 719
764 406 918
461 241 200
557 695 -933
347 390 289
877 211 191
323 506 -688
332 191 -205
325 313 667
228 134 -157
124 199 -573
46 680 521
237 761 -934
54 508 -357
572 755 987
308 419 519
348 933 944
129 666 -891
558 646 -962
759 812 -958
761 69 450
504 414 739
787 391 38
571 760 -182
48 419 548
858 702 185
264 88 -483
327 513 -738
555 578 -805
283 54 774
230 584 -718
734 799 280
937 817 -694
939 539 262
552 660 772
4 399 217
637 312 108
604 92 -222
432 695 -438
599 210 -443
955 827 552
909 850 -222
745 239 314
572 518 -815
596 407 244
102 120 -456
140 657 235
921 318 998
93 233 -774
555 447 -856
584 203 -408
156 639 125
739 308 -184
241 689 -710
389 396 805
918 333 926
9 284 961
411 255 -31
899 647 446
566 653 956
579 184 -369
793 180 99
211 316 -240
368 813 963
838 277 -268
794 455 -463
860 526 -587
51 473 76
42 507 -610
357 39 -415
29 99 386
589 718 360
379 341 -300
699 539 -138
295 67 480
255 537 -961
320 854 401
658 918 213
818 442 178
944 3 242
147 333 701
212 455 -945
169 748 -137
688 553 -769
412 687 -856
528 267 938
219 671 598
843 520 726
916 44 890
99 786 96
396 393 -307
577 485 346
518 102 -939
533 946 -859
760 257 310
479 389 674
264 462 -986
377 274 -510
914 424 -165
674 45 -505
358 265 651
441 284 -847
383 478 709
551 20 323
893 355 -398
468 406 -651
244 430 421
238 608 -599
481 209 -958
158 85 847
616 29 707
804 762 556
442 523 532
574 240 -953
942 392 404
817 882 369
864 46 891
474 434 -570
395 710 324
336 154 -642
835 313 -203
713 63 -18
596 875 -348
735 433 98
779 143 -358
270 73 204
415 667 -259
44 598 -702
564 793 -699
569 222 -368
820 855 -696
121 806 277
674 25 -834
40 823 -995
162 294 210
344 9 410
48 726 542
441 782 -339
171 80 683
275 117 -345
950 64 -397
397 284 355
575 783 190
630 294 -107
804 383 -226
392 871 -934
238 875 96
8 294 298
310 639 761
80 68 -320
655 599 88
245 329 -437
236 620 193
956 119 -609
708 276 -346
580 200 602
573 503 687
389 143 -222
483 810 238
626 811 -129
606 786 902
932 811 590
193 309 -399
790 208 -568
908 652 -633
316 699 617
705 398 927
253 527 319
335 76 980
699 388 -641
420 350 689
35 761 968
230 648 -457
936 812 812
836 551 -276
28 285 -86
145 323 -186
341 416 430
351 518 726
89 522 -178
20 785 506
297 264 333
173 20 517
861 329 943
677 545 997
850 884 -114
592 918 -808
530 227 -112
958 420 270
154 256 1
760 581 -577
155 553 -74
501 866 -365
681 617 -4
789 906 -16
406 795 570
685 509 359
174 46 -949
343 553 510
207 753 -559
699 519 -429
272 34 780
686 674 -658
520 831 -321
359 65 -431
730 226 177
950 537 -432
617 134 -299
720 880 -460
617 2 -783
879 543 -938
572 736 841
675 213 951
418 358 -756
409 161 -257
601 534 -991
26 113 -664
120 836 337
86 889 37
876 497 319
395 900 -74
573 409 468
415 75 -315
651 915 925
240 590 897
778 732 -652
824 316 633
536 514 -424
769 695 526
627 702 765
911 510 523
777 384 -129
880 119 -758
708 912 193
439 316 -368
145 173 -510
802 879 -187
726 709 -280
116 110 -844
122 656 894
896 296 -163
37 404 379
938 754 -963
590 771 -523
403 213 82
737 797 772
7 250 110
824 502 458
807 121 14
167 735 820
87 144 -498
683 331 -15
805 838 7
453 251 293
312 144 383
109 559 920
507 105 717
664 861 -559
635 118 37
533 937 -892
105 583 996
850 662 361
173 41 230
627 596 126
543 844 357
519 378 -444
527 933 -474
99 89 -654
408 891 219
870 782 -190
388 740 -825
893 844 93
257 267 -572
742 248 225
97 807 -228
90 172 -171
219 652 279
202 742 -530
32 19 -100
249 83 580
845 757 -45
927 209 -813
155 119 -774
489 251 -423
717 210 -273
882 654 167
933 743 683
734 53 -765
153 85 604
737 666 -253
333 219 -195
306 632 344
260 439 -746
432 113 -680
826 107 -117
456 729 818
753 894 85
327 69 780
201 666 -635
423 241 -689
903 263 -414
736 424 -606
672 91 -164
346 448 -647
854 683 -922
210 259 193
641 139 870
470 623 -908
5 874 -350
904 6 153
9 185 938
667 326 820
409 3 -576
354 129 99
288 622 225
582 125 -739
376 449 -15
556 699 -605
602 37 593
601 157 -114
44 291 -200
951 323 336
868 604 990
856 326 14
839 122 -804
358 39 588
116 534 -330
336 599 379
432 800 852
815 865 -249
947 700 786
727 46 39
200 846 -809
831 400 551
140 553 -759
553 900 706
409 58 -966
137 800 747
753 165 461
354 796 -689
828 46 564
215 64 -224
560 746 843
146 699 -69
611 594 16
292 120 962
807 59 197
149 383 992
375 422 -988
357 481 102
338 916 90
72 876 -792
504 355 -833
171 379 -541
214 118 817
91 379 -191
290 941 215
359 708 -936
748 813 -918
247 950 683
195 539 161
348 195 142
684 364 632
34 579 -894
740 766 69
544 462 -154
763 715 423
894 405 -709
66 897 794
605 861 627
817 113 -955
400 392 177
408 243 -349
931 9 -824
37 758 -718
563 695 -471
916 901 248
604 289 -744
173 921 398
762 910 549
191 754 662
97 314 -553
824 769 350
613 912 -182
341 322 967
246 792 480
266 218 835
574 933 489
12 281 -750
192 177 -864
272 593 403
244 770 -9
230 687 852
303 125 601
593 543 -208
69 20 -568
558 950 50
722 230 -849
707 443 -81
819 581 -989
190 767 -232
717 519 -555
788 578 -741
820 382 99
97 139 -681
173 120 569
577 358 -50
732 792 -237
398 299 -467
423 160 -650
588 594 -145
373 443 -117
229 546 -137
507 302 -459
452 108 -262
264 45 284
169 371 -685
175 420 -474
194 463 56
236 129 -577
582 550 -634
640 582 57
159 509 -870
405 386 468
444 417 -46
955 225 932
199 211 -507
232 757 -450
259 687 -757
754 830 -421
37 117 -632
725 275 -84
59 85 469
343 86 198
305 933 903
172 21 327
203 372 202
840 365 801
520 907 -690
49 367 152
247 130 -823
400 312 458
150 11 460
781 542 963
198 696 -997
761 795 326
601 398 755
180 953 -757
832 128 692
65 146 729
58 683 610
770 176 9
453 612 816
196 641 947
367 915 -245
423 928 -915
762 688 -291
238 840 -819
654 740 382
509 565 971
558 661 -938
761 354 334
565 548 -175
690 562 -630
392 391 -914
825 331 -660
48 510 647
526 745 -589
243 19 822
525 499 -354
150 186 -500
32 947 907
244 48 -741
203 642 -984
685 440 -632
487 674 120
324 798 -239
159 748 -553
641 484 499
594 720 -455
671 232 541
485 145 656
907 879 168
847 686 656
280 565 608
947 857 634
669 554 -543
587 597 866
237 423 488
854 656 504
538 99 -853
754 154 388
659 638 -711
279 524 85
227 208 945
742 385 -206
695 168 -174
762 943 831
633 9 999
478 169 -525
556 200 -391
722 35 -579
874 507 532
509 206 143
508 626 -614
431 811 -466
618 900 991
375 688 -761
891 773 887
734 365 589
278 818 406
407 35 -197
559 492 -699
901 214 857
396 893 -377
93 634 138
37 10 607
652 851 878
361 920 843
593 90 -584
856 869 898
74 955 -879
393 823 115
275 724 -266
146 50 -654
645 906 -723
633 365 187
744 797 -767
17 675 659
64 265 -846
315 803 -322
265 597 569
170 952 597
578 173 45
590 856 -129
612 459 270
54 637 477
183 503 -325
379 153 689
209 623 -16
891 408 807
927 718 -475
992 851
826 879 -742
196 231 699
890 76 -698
362 595 938
235 321 -113
556 162 -162
220 549 -779
184 302 -455
883 474 483
67 616 8
920 198 -713
256 646 92
79 138 678
921 940 -762
78 813 938
831 278 -487
401 310 -546
224 377 655
302 960 -689
385 437 -552
407 838 86
812 840 832
236 199 635
481 921 969
59 543 666
175 102 148
686 898 962
906 409 794
922 389 197
836 796 -743
594 135 -709
607 702 763
180 500 162
414 886 54
913 96 -811
129 90 -600
717 379 -954
276 578 -451
368 746 158
464 261 -710
501 794 321
812 105 -956
695 639 -698
344 885 417
116 298 892
417 334 -863
488 182 583
399 4 -883
242 687 876
288 196 -749
667 239 -72
178 901 913
65 561 -965
945 170 969
277 335 498
112 821 29
455 472 -554
166 966 987
453 892 -987
885 618 770
176 686 -143
691 806 864
404 800 -933
628 951 -561
782 593 -825
459 317 -593
947 813 177
266 354 706
317 933 -382
144 579 -902
366 106 632
863 455 -385
829 713 502
6 420 795
313 812 -525
94 209 -539
676 288 810
656 431 -194
347 250 585
580 67 571
238 628 -58
583 681 640
304 861 -274
100 857 394
672 163 434
198 37 -424
212 274 310
738 759 973
531 413 -598
824 75 551
91 771 -788
101 853 819
686 419 105
687 208 884
424 171 -506
140 603 784
761 851 343
786 657 577
432 760 729
614 519 507
439 582 -396
498 267 -803
693 767 -115
886 582 360
437 279 -26
68 928 -330
325 971 808
279 817 -253
223 289 -338
247 761 170
797 167 992
260 849 72
237 473 870
589 513 -404
78 882 258
82 139 340
795 472 -286
411 252 -106
942 470 -692
753 382 -542
235 20 -410
896 799 631
34 896 -811
544 353 -50
723 683 -620
938 93 -322
15 35 -345
207 903 550
891 616 -66
413 72 165
123 770 -542
337 286 956
936 689 -302
349 473 263
171 523 646
539 704 -90
295 867 -303
244 773 156
216 372 437
421 441 -811
986 831 -105
785 976 234
859 374 -11
206 416 952
700 334 22
88 382 949
420 407 -908
648 791 875
626 805 -973
889 259 415
63 236 470
245 913 740
827 71 -852
731 248 447
149 71 761
660 444 -377
687 10 -294
522 276 -662
763 547 -117
108 819 958
672 665 -329
250 938 -888
953 971 -292
803 471 798
794 299 677
489 961 710
918 516 780
438 634 -841
339 633 -367
225 507 18
712 105 296
104 629 -637
972 746 -746
840 731 -432
794 68 -503
833 934 279
455 331 -505
665 290 576
62 539 564
530 591 419
961 102 -883
28 745 700
747 914 -827
602 244 -191
178 374 -424
245 572 995
835 168 432
789 221 948
433 186 -430
785 56 912
733 286 976
434 582 608
226 837 -636
10 625 149
836 435 487
911 54 212
861 618 199
896 53 -479
43 84 -626
575 185 -942
492 540 -977
299 170 -427
20 865 -507
49 564 653
480 538 288
656 75 -352
414 435 -119
83 273 -77
661 519 332
977 478 174
69 321 -300
311 254 668
119 375 -481
490 683 -391
140 349 -830
195 931 53
837 472 -862
67 616 347
1 727 -223
793 689 -146
327 803 133
696 142 962
623 432 -802
584 790 849
840 767 -500
960 57 713
366 240 868
441 31 929
775 161 -662
826 257 624
456 103 -421
749 743 940
767 694 43
339 856 920
881 928 -115
424 805 890
6 143 81
387 752 -996
510 549 252
770 324 648
76 63 -175
9 807 53
367 469 557
432 451 547
719 867 708
696 679 540
549 906 -623
714 458 -631
516 536 -30
665 689 -406
981 182 551
681 959 -859
900 25 -215
727 8 -968
882 26 592
538 918 855
931 76 979
418 837 353
275 92 766
932 119 211
467 549 338
245 883 -913
314 621 377
291 163 -313
457 273 14
987 395 469
250 287 147
117 1 -761
207 559 759
752 725 -64
211 134 956
620 887 635
330 649 -778
508 595 -219
195 781 681
834 183 376
885 509 -251
230 862 -219
61 160 -758
196 38 794
528 107 -635
740 980 -22
666 281 953
665 638 -257
262 449 -14
226 856 522
490 17 90
695 642 -125
603 674 -722
139 929 544
4 559 -410
723 503 44
249 20 953
927 299 -115
754 34 79
162 415 244
584 146 -94
962 623 826
763 341 -403
582 826 -320
741 19 302
918 393 134
882 604 192
592 183 -319
394 547 249
156 619 -389
599 27 -41
839 557 40
322 51 624
280 834 -805
637 964 -62
75 840 -913
361 62 727
839 733 -778
570 986 -709
541 425 -413
978 766 899
245 244 88
450 727 -263
375 282 -863
77 693 -300
818 56 529
59 215 -774
115 17 346
201 707 -797
701 722 -431
70 120 -731
92 957 930
842 482 -198
602 749 -583
461 144 -476
399 75 812
618 926 840
762 988 959
844 775 302
577 832 129
714 472 -598
272 758 -557
898 273 -995
968 562 -283
274 898 446
983 931 963
144 85 340
269 695 616
706 61 319
118 706 766
590 85 -698
575 770 -207
865 648 412
975 232 453
292 440 177
935 219 744
20 677 420
861 300 752
107 800 -92
861 108 -885
908 588 -123
624 691 343
51 217 291
191 68 955
526 913 -606
482 464 67
633 139 -309
264 23 549
394 47 304
53 77 182
959 365 -646
63 722 -355
918 630 905
300 647 -653
692 20 609
299 401 603
988 48 945
722 155 -868
712 652 -113
171 100 577
812 12 -62
593 800 708
481 45 295
945 80 546
207 165 -156
469 245 -840
367 184 284
605 655 552
466 485 504
147 658 919
395 523 -578
10 769 -981
451 529 -734
745 128 -240
630 393 -645
878 308 -366
513 652 408
855 583 5
242 792 -792
291 629 -999
843 28 469
970 919 -524
426 557 -859
147 93 661
490 401 -331
622 561 989
297 809 -28
24 116 807
229 729 -717
230 627 -988
370 282 -574
641 839 314
617 652 790
267 162 -905
161 391 727
199 97 -78
768 216 37
93 171 776
758 20 63
171 902 935
212 165 758
326 692 320
104 670 -87
839 939 -530
340 890 783
427 586 -78
52 142 410
231 548 882
904 624 -496
129 317 168
221 715 782
53 624 724
171 139 822
374 771 -981
186 470 158
977 163 -774
410 177 -210
293 214 224
969 723 821
704 567 -722
682 325 -67
530 489 555
607 801 -367
2 237 594
254 85 705
318 454 205
56 541 -65
461 386 23
681 119 -299
411 716 -128
728 934 62
82 20 640
236 657 432
948 479 -107
454 436 587
670 808 -83
418 849 796
695 461 582
862 506 256
325 260 -409
407 847 -339
845 835 -493
47 525 700
495 650 643
470 94 -927
892 517 -88
884 494 108
776 341 -136
161 495 -414
867 853 -767
44 93 377
426 712 -691
826 140 541
589 798 17
498 374 911
469 526 -460
787 743 645
787 837 517
694 668 536
755 875 -405
843 603 920
305 681 865
790 923 -617
982 583 246
278 777 -867
31 893 362
496 635 934
686 366 -734
303 811 941
144 379 -96
24 657 -180
2 450 -878
10 223 822
851 559 696
185 655 -774
486 118 576
641 814 845
853 663 385
749 482 -426
924 519 -706
471 386 163
688 562 931
332 297 324
89 782 -949
491 513 731
910 460 -596
898 37 443
869 332 65
138 1 347
974 371 -684
338 712 622
172 296 513
238 333 -581
635 761 -383
493 329 912
245 69 -643
566 757 279
789 212 307
779 554 253
829 137 216
14 693 235
167 609 982
32 409 494
689 3 539
247 31 -836
31 493 -20
468 317 555
118 482 -723
175 666 -858
620 395 226
958 147 711
534 246 -678
716 202 -501
832 115 946
10 885 628
601 518 233
293 961 -43
315 671 198
699 199 -244
319 328 -557
342 62 365
912 321 461
854 172 998
393 346 217
168 696 -634
428 268 -222
155 147 -880
827 951 413
162 34 279
988 734 -221
687 923 823
990 198 939
719 782 -536
734 956 10
33 418 -963
299 76 -520
421 610 -137
88 401 -310
744 254 886
190 781 154
817 523 604
454 768 696
150 494 -500
651 821 717
826 532 -230
33 841 -509
649 113 959
177 657 152
176 854 567
191 281 611
77 238 527
452 491 -251
44 474 -281
110 525 462
376 624 824
534 819 925
637 205 -451
64 313 -55
747 969 -265
791 804 -178
31 691 373
466 933 861
125 873 336
320 794 669
868 285 -71
971 26 810
530 764 894
460 33 554
407 896 564
957 930 908
715 873 65
339 823 34
888 868 -443
374 369 167
176 940 -438
875 137 -865
240 229 299
250 842 661
260 174 538
151 187 79
146 100 55
577 151 851
939 372 883
177 691 -463
855 262 -872
962 856 412
188 677 607
355 861 -682
137 319 -936
922 272 -915
310 813 41
832 148 -945
863 791 899
571 392 -135
57 643 -191
935 669 988
53 973 -392
114 923 -494
790 903 641
780 918 91
929 941 -374
674 854 -437
28 649 -211
965 946 112
521 461 583
432 788 -133
32 943 -991
115 275 943
634 301 418
874 163 -903
288 11 423
919 628 -534
430 325 652
145 95 -773
815 422 113
591 539 653
20 210 440
752 266 534
889 139 -398
114 798 -640
854 179 -708
584 623 203
804 815 19
241 132 -2
924 507 -959
949 705 640
218 354 -929
776 955 -846
818 283 292
898 368 713
542 380 560
944 664 -250
585 428 57
565 649 632
897 543 -848
973 618 686
181 892 -403
437 595 747
177 821 884
827 803 -443
853 145 -138
679 180 466
677 420 451
546 470 -479
858 377 390
564 885 958
601 717 -550
271 724 -587
278 411 -724
84 134 459
188 769 515
366 562 521
654 770 267
44 303 -519
7 649 -783
456 388 -221
875 189 406
125 395 456
986 313 -963
871 586 -864
491 21 230
972 777 -625
961 774 382
428 190 726
378 213 715
648 46 -809
724 781 -567
809 187 991
697 311 216
878 545 603
214 784 73
830 974 476
128 811 668
649 872 -138
18 781 369
919 697 -123
424 778 -44
908 564 835
241 495 195
436 920 551
664 485 823
761 444 -259
36 920 819
585 615 -548
244 840 672
770 984 -692
974 790 -80
892 745 -770
691 423 -403
728 444 606
191 60 -535
877 302 168
879 297 612
518 717 592
429 103 -733
416 923 409
116 594 471
556 450 648
378 394 39
624 221 711
554 227 266
267 628 883
755 458 -964
112 919 -42
792 18 -363
337 562 -90
86 688 939
242 201 728
468 976 -715
111 44 -152
911 537 -574
58 324 990
659 43 45
687 409 -791
188 518 608
258 436 313
735 988 -993
812 218 15
214 920 319
483 477 -627
97 674 373
173 811 57
778 713 302
765 489 290
902 948 -72
576 560 -5
424 322 -496
575 238 -411
647 483 773
615 551 432
211 956 350
148 174 954
743 608 -874
260 270 -895
738 126 -581
485 319 -102
189 872 876
510 980 802
181 270 925
136 203 313
986 808 823
239 620 825
325 34 -336
505 321 -6
577 477 482
659 105 -421
643 107 -648
670 376 381
303 626 -387
210 855 -239
677 212 -731
306 111 814
442 243 353
484 828 459
462 128 551
109 476 -643
454 751 -190
683 957 -722
733 832 234
811 984 437
284 608 -359
118 493 -17
260 920 -699
270 325 163
58 427 106
388 200 861
730 3 390
95 450 -358
768 288 -451
620 782 960
322 504 -374
497 186 -563
992 28 663
277 412 65
417 873 -685
118 496 78
755 315 357
730 571 -355
177 41 -130
813 902 613
176 189 -16
631 148 712
886 398 868
407 471 103
783 946 -404
697 844 678
304 429 -753
940 514 650
357 199 77
310 419 -57
50 246 925
94 214 -685
350 458 -192
182 249 -890
201 469 582
606 746 742
919 356 -733
127 70 -860
265 192 218
119 528 885
482 21 621
242 481 -229
431 962 -998
261 635 -328
866 303 545
758 169 -925
804 164 -503
487 278 -904
456 239 304
874 230 668
744 391 151
811 123 -903
396 146 290
900 416 -367
376 780 -917
917 79 914
987 696 252
97 224 -197
397 666 -846
340 567 351
379 951 -519
688 501 -340
194 541 -967
395 242 -305
659 239 980
945 576 400
674 70 -922
588 380 300
706 275 40
719 297 -878
272 186 -833
876 780 410
552 397 932
260 504 -701
949 547 -260
830 863
671 163 -235
126 293 737
563 670 -361
819 793 372
485 231 -888
740 820 -154
592 241 -458
211 741 54
780 409 30
432 827 755
144 505 -19
666 194 -153
799 344 55
469 364 -712
38 209 -118
225 340 31
284 120 75
56 668 -410
775 309 -795
614 186 -265
579 309 -899
38 220 -666
90 440 -564
255 736 -469
533 276 -828
520 212 187
274 425 -211
402 91 278
241 446 819
412 397 146
524 596 481
677 41 -352
713 543 926
690 827 -312
314 360 174
467 194 600
453 270 489
143 394 -954
325 250 -617
595 548 787
58 557 -839
788 269 -189
544 298 -325
169 330 841
356 449 -615
248 376 -852
693 509 523
186 624 -964
761 417 161
233 753 -830
88 736 319
720 596 425
116 634 -662
173 60 -282
738 206 -626
130 152 547
391 346 -401
569 534 -285
127 348 -556
323 44 101
649 828 -995
511 327 -937
670 292 766
190 359 68
155 288 47
655 8 495
419 114 600
151 583 247
135 670 -54
77 122 187
216 593 -538
592 694 105
153 621 -481
88 563 768
108 405 -915
176 148 408
27 82 155
674 688 5
157 319 68
371 137 -948
316 67 -975
293 119 713
419 170 663
747 294 698
527 94 -159
188 515 67
567 17 -331
506 692 288
538 57 84
717 68 181
337 718 224
161 11 -44
293 128 455
55 258 -336
739 617 -941
285 811 -288
199 53 -426
288 497 -274
242 12 956
722 338 911
563 633 837
235 153 872
516 524 -743
180 688 -576
466 653 -342
176 177 -757
399 233 -19
669 247 -912
96 102 -913
204 762 -132
592 370 202
88 766 359
342 64 -554
602 714 -81
409 97 -349
612 565 -626
744 501 -104
609 753 330
12 141 538
694 796 -851
398 618 532
749 266 106
817 379 709
801 547 -868
197 564 -378
26 742 420
204 607 641
484 260 809
64 504 466
559 374 272
732 618 444
184 782 -918
15 162 184
122 194 719
706 190 -907
175 185 147
431 501 619
546 475 -433
98 165 -380
590 43 -311
98 276 705
259 330 -231
371 565 -584
663 588 -25
534 535 -318
650 168 28
635 782 60
682 387 482
716 109 80
338 603 947
99 168 502
131 145 -423
676 792 704
644 363 96
462 175 505
460 346 518
726 324 -969
277 546 629
371 631 125
485 44 -948
90 601 246
657 226 764
799 115 -880
409 676 -157
583 749 -615
334 745 484
556 649 -663
411 566 778
723 692 -458
470 587 -455
422 602 -328
150 529 -923
703 683 -98
517 61 193
761 421 922
340 753 -464
101 830 -38
702 76 340
373 583 -280
680 819 638
206 827 -583
481 524 -162
502 400 982
769 728 -881
116 179 319
366 173 659
172 337 78
350 560 -463
267 530 -435
20 36 -91
438 265 362
89 437 842
682 607 645
331 560 -134
597 128 305
386 35 154
599 557 -48
316 759 -274
145 681 -824
229 215 600
364 768 215
798 634 -483
462 567 229
363 793 -361
812 356 -920
535 649 551
424 70 -850
271 381 87
141 742 -821
324 165 113
638 392 -742
570 406 -535
312 829 -821
785 626 -238
7 815 -497
571 230 -755
256 719 -146
663 87 -252
822 67 -511
103 502 299
781 514 -303
381 187 374
346 608 633
86 224 687
693 54 589
480 562 461
5 807 642
404 745 -78
469 95 354
212 518 -880
748 509 982
432 498 -956
55 696 -145
733 597 933
44 45 99
541 245 664
580 342 60
209 743 -524
273 777 -710
125 631 -560
4 734 247
737 797 -831
139 273 395
611 649 -531
772 813 592
5 455 456
695 724 -356
210 286 922
617 401 -696
318 167 -396
329 21 523
688 212 -50
605 106 984
221 51 -364
225 254 141
113 473 -378
824 710 545
322 302 860
589 152 464
663 379 -40
630 815 63
225 602 -647
186 622 -473
505 674 -301
163 347 515
254 149 423
614 712 -742
266 543 -622
4 826 637
271 676 757
492 63 -223
525 424 816
210 583 -569
215 771 192
710 230 21
88 375 -973
507 732 823
161 365 115
359 537 36
757 741 53
252 107 813
286 400 504
672 314 246
712 397 573
230 224 226
33 169 297
27 665 194
174 257 752
755 698 -499
475 374 402
126 273 -911
482 552 -399
685 735 468
299 38 -935
270 817 -276
812 522 992
241 55 -140
138 651 -888
522 730 -305
622 522 -196
212 530 885
306 624 442
57 646 -534
460 716 -859
602 404 -240
1 80 92
416 64 375
690 34 802
727 212 417
35 625 -8
417 121 541
505 40 667
604 142 -489
333 589 -744
359 486 -167
701 601 418
257 45 -341
374 756 -447
701 562 -611
