19
981 1802
573 557 696
196 3 168
624 654 825
230 388 12
245 9 963
427 330 19
500 392 401
252 464 133
630 54 781
840 844 662
618 729 556
461 947 434
811 693 289
69 760 554
877 92 344
301 38 169
561 29 488
255 547 169
166 493 622
747 886 769
552 616 906
483 521 110
62 509 706
399 33 796
757 439 253
522 277 309
270 790 399
877 210 486
647 763 605
228 422 275
557 875 9
799 416 677
461 188 330
598 147 106
548 371 616
106 48 537
477 266 898
177 52 659
192 278 822
835 923 170
12 114 727
493 550 829
718 364 38
208 730 460
217 890 689
236 424 851
83 814 630
646 308 729
767 553 174
718 97 948
348 300 158
347 298 22
613 338 590
755 604 632
146 665 426
180 89 838
857 440 524
595 174 355
257 904 388
42 235 766
619 630 791
131 329 738
466 289 709
300 729 685
179 15 454
21 70 248
407 382 625
808 232 13
360 577 180
164 365 24
542 37 994
766 730 986
151 122 136
331 187 117
947 547 368
289 227 463
170 585 382
57 953 572
235 310 858
613 411 992
817 837 269
471 821 688
652 942 720
221 511 606
757 669 143
924 908 827
33 799 723
775 99 242
140 521 736
905 396 316
497 790 533
113 347 801
673 105 759
280 893 334
431 188 811
569 140 719
420 811 270
18 194 654
657 228 346
934 633 834
92 331 291
320 515 448
432 355 802
64 797 882
836 19 219
52 548 360
679 223 112
287 590 215
630 649 57
726 844 778
745 170 26
800 47 454
60 376 77
381 667 358
934 251 429
617 417 91
312 670 877
934 203 919
515 858 783
306 952 726
683 680 319
170 817 91
937 441 451
793 207 507
334 700 346
833 732 82
170 953 66
152 936 285
829 365 991
284 628 303
368 905 660
762 719 819
652 511 401
726 345 741
733 210 194
357 954 702
391 86 245
562 262 909
300 789 473
106 290 932
371 748 412
631 922 789
321 396 302
388 559 393
466 502 102
725 400 715
599 48 808
825 443 777
52 618 671
35 678 471
642 431 67
880 731 411
145 183 507
163 107 430
399 138 848
11 315 290
34 610 273
666 436 441
394 842 95
406 605 388
441 570 534
60 557 901
15 579 406
28 326 963
660 326 629
176 420 151
501 836 778
584 955 273
555 712 194
912 69 228
803 15 605
494 174 233
425 918 712
359 767 546
925 788 453
698 127 925
651 71 545
7 920 302
903 478 77
511 556 82
104 493 272
673 87 970
950 780 577
97 390 870
195 454 48
865 159 325
845 27 753
187 760 903
242 855 493
922 343 931
236 839 231
401 785 962
789 724 286
118 756 124
334 704 744
925 439 343
615 377 91
656 96 778
13 581 745
614 831 376
776 392 78
330 178 521
416 18 952
6 828 742
629 672 925
390 201 767
200 473 890
4 605 641
181 706 307
571 223 955
787 943 961
766 450 809
113 704 32
952 73 531
343 428 846
716 260 722
319 850 396
40 304 432
550 939 123
847 465 106
903 614 132
117 794 262
223 193 738
506 677 794
315 548 727
585 248 600
883 899 931
861 730 621
427 747 97
577 280 181
676 12 788
618 277 504
481 451 408
132 447 565
851 166 351
525 165 708
103 75 865
511 196 462
278 656 181
367 209 304
869 46 2
596 740 498
817 39 105
334 802 959
678 215 603
668 145 634
327 721 928
66 598 654
943 391 49
810 946 150
188 294 255
398 811 83
279 840 406
127 162 980
471 516 20
837 240 277
827 47 573
408 639 935
369 380 56
350 549 429
961 1670
315 494 593
10 400 790
375 33 621
546 664 449
780 197 691
646 917 140
54 39 661
256 781 265
99 436 531
252 554 345
412 823 859
786 879 127
638 736 978
857 632 396
388 623 179
919 117 274
746 927 625
44 237 551
46 826 628
329 308 622
519 330 978
65 229 127
471 937 266
346 906 722
438 275 414
935 603 898
271 236 882
733 188 95
492 805 604
8 93 876
583 885 560
571 423 167
323 237 783
878 482 980
467 86 454
224 457 711
214 420 819
767 863 5
948 817 944
935 825 870
321 306 89
265 177 359
588 453 275
859 428 749
304 72 719
898 658 663
949 700 986
889 505 358
588 710 93
497 366 367
401 81 534
618 689 647
885 828 903
530 613 701
753 507 510
342 600 857
81 134 369
703 432 746
509 711 545
167 552 611
521 376 71
544 479 370
905 250 314
202 36 63
103 226 490
785 77 862
102 347 661
524 194 468
957 216 822
665 901 502
832 584 121
255 286 581
257 176 359
531 16 238
75 346 940
181 384 46
730 907 339
751 749 284
88 369 153
665 499 202
142 937 75
345 470 402
623 792 749
799 282 753
871 505 453
724 609 336
116 189 635
160 312 299
723 952 696
84 503 496
710 857 865
137 629 605
610 939 463
568 559 401
634 917 374
104 542 406
68 294 991
68 145 294
485 516 205
507 835 932
907 936 331
312 874 693
126 159 678
332 191 506
44 955 685
485 539 21
763 403 666
133 322 223
661 856 578
120 37 587
880 720 151
771 859 717
483 927 580
98 143 69
672 125 840
713 159 833
292 188 136
668 529 890
514 524 757
494 6 712
717 670 117
948 602 332
380 19 230
487 149 193
84 825 965
215 521 339
601 759 887
27 709 924
496 456 92
188 570 530
647 194 666
929 137 572
782 600 608
850 42 48
162 747 160
705 443 143
547 885 240
6 109 921
857 26 6
946 777 312
444 582 214
36 942 687
181 494 549
157 228 10
566 763 836
921 11 537
366 3 506
30 821 770
11 613 433
518 642 629
620 250 117
130 930 478
58 786 464
117 319 705
941 774 796
885 663 240
316 620 492
240 848 690
854 448 165
872 469 946
765 224 380
625 125 195
374 245 99
840 491 206
6 754 268
708 197 951
142 455 904
74 487 915
790 705 592
592 215 977
108 509 374
277 656 278
436 570 88
570 843 180
28 553 776
16 836 600
219 646 404
720 318 973
623 10 409
568 240 449
447 579 816
311 112 224
107 598 719
662 470 727
826 680 942
130 606 135
816 61 667
691 435 583
159 667 309
226 782 203
228 52 42
322 689 237
607 930 720
327 315 678
714 475 562
692 412 34
268 369 502
445 34 573
242 148 578
250 890 813
717 797 900
2 564 243
949 88 583
693 690 833
296 400 23
176 103 545
596 220 570
680 431 858
723 190 827
696 90 261
77 677 129
491 613 189
358 385 120
818 651 781
834 692 972
47 158 310
114 609 687
342 778 910
52 134 666
268 147 284
850 721 715
622 481 580
10 165 815
931 14 213
129 481 823
542 39 769
818 199 610
946 359 423
574 737 54
583 23 434
938 954 228
155 151 791
546 316 381
791 233 82
672 256 835
274 401 435
696 145 146
832 840 462
132 259 379
160 559 680
402 337 797
370 63 605
944 82 733
936 4 881
545 340 222
423 139 656
601 232 508
873 11 111
851 156 314
819 651 878
712 32 474
303 337 264
773 1 2
208 145 870
436 452 476
189 803 779
476 922 752
107 100 640
914 459 780
54 906 252
385 62 267
742 928 527
183 793 417
205 649 418
772 889 678
317 365 288
319 295 175
601 872 679
444 9 159
53 205 574
572 730 436
766 740 634
42 192 23
232 804 835
661 845 270
489 610 221
459 296 770
960 48 312
430 620 980
378 612 329
250 866 124
50 399 103
446 35 405
575 413 493
779 414 859
951 930 827
858 837 578
513 841 150
948 590 948
414 942 550
560 728 120
664 708 21
656 20 591
172 749 776
21 255 472
357 809 224
913 866 513
307 639 999
481 129 196
894 428 463
689 380 493
64 268 612
180 470 29
913 499 662
744 582 565
819 441 889
486 472 832
622 721 650
373 280 625
690 541 197
244 647 115
263 403 453
231 162 1
687 598 676
361 379 742
312 909 867
648 125 49
762 909 478
169 930 658
176 909 301
758 902 862
317 643 180
758 481 374
799 110 176
870 849 107
838 590 621
486 99 603
407 536 491
665 954 693
233 348 320
784 920 739
91 663 897
60 499 895
486 873 605
516 706 449
427 73 53
2 114 722
691 535 245
854 312 510
22 371 978
90 799 729
909 643 189
944 74 329
345 560 932
378 198 863
796 416 248
287 133 781
945 796 280
546 488 116
923 565 228
429 399 564
624 309 763
616 808 668
305 260 252
900 507 120
316 750 933
863 218 60
737 53 938
794 10 983
769 914 812
714 503 939
585 542 629
777 579 351
9 429 820
219 706 704
19 765 121
622 289 370
558 602 752
58 718 18
540 679 131
246 925 305
841 508 883
273 239 905
511 855 400
395 878 41
213 638 381
415 521 936
917 199 144
629 730 656
577 135 628
325 207 151
725 777 643
168 506 652
515 861 662
450 472 641
28 382 762
521 251 448
208 53 64
375 782 673
309 174 505
459 790 167
4 514 232
180 257 80
494 875 579
304 533 779
447 665 797
298 108 604
588 471 192
593 76 345
386 289 976
410 67 945
186 732 195
663 105 749
693 423 630
373 806 344
719 427 518
136 797 288
497 637 242
801 35 376
397 214 421
623 83 252
338 191 230
535 316 256
283 153 497
876 212 943
25 57 486
410 373 799
322 737 331
755 350 770
611 109 176
604 172 654
466 472 351
396 912 227
217 569 6
349 462 229
536 64 200
842 742 673
522 280 11
57 474 389
290 594 706
328 417 997
448 676 346
588 760 747
122 490 144
556 840 982
273 513 677
846 185 123
501 463 811
187 792 637
893 781 62
728 903 606
256 512 794
705 490 953
690 624 257
334 771 289
243 349 30
67 111 869
332 98 205
511 902 3
578 440 637
509 780 957
928 608 496
960 794 745
379 143 952
115 741 189
777 730 861
343 731 178
533 857 230
873 2 953
534 821 702
765 376 805
256 197 568
191 607 64
646 350 674
318 852 354
388 336 253
624 308 730
636 13 530
538 890 552
741 776 95
33 81 833
737 69 111
527 740 202
515 120 22
43 541 783
801 100 298
346 268 562
247 232 109
263 922 135
418 942 943
946 156 726
819 188 232
158 807 49
415 652 548
159 241 709
207 877 406
493 776 717
524 80 664
261 49 580
701 34 867
113 829 515
201 82 171
224 64 473
865 717 518
739 208 439
793 449 889
534 248 744
301 204 996
118 624 898
418 948 427
520 474 960
308 333 241
879 620 632
31 766 767
247 755 949
851 397 295
713 892 160
781 452 819
90 905 271
447 11 122
641 716 344
362 788 190
774 247 454
465 853 231
817 220 823
222 145 121
39 706 293
125 393 197
180 321 42
752 601 115
367 197 454
478 215 723
320 134 243
472 848 876
619 804 397
841 769 490
137 419 504
845 716 759
473 203 923
948 639 842
580 572 364
303 2 964
191 678 231
930 580 83
843 568 45
784 813 116
517 78 765
685 33 279
37 543 454
835 338 854
355 745 59
62 494 356
651 185 448
135 900 818
815 284 205
632 10 282
104 77 314
29 612 929
691 707 566
600 63 555
244 93 930
282 56 180
82 239 423
559 716 557
26 866 923
883 508 223
284 635 300
180 255 837
240 550 912
504 122 441
934 938 23
789 106 163
637 284 880
554 240 124
48 194 565
393 714 216
443 66 36
288 60 338
15 920 774
776 915 207
612 61 191
608 673 358
591 558 140
452 535 790
158 99 115
283 530 811
34 312 797
894 785 431
187 456 275
159 107 225
265 783 221
383 11 269
923 581 364
19 637 51
773 702 307
51 920 943
695 834 83
21 932 343
591 349 616
669 239 635
266 464 632
620 434 175
250 914 778
932 344 922
344 137 300
841 755 903
566 706 371
154 820 147
750 85 355
842 731 964
173 105 19
710 188 459
707 12 666
411 177 954
642 466 224
379 46 62
210 399 118
5 956 503
808 601 376
219 696 202
590 949 635
674 349 749
663 823 124
670 361 966
796 733 36
957 876 189
38 278 38
596 656 922
287 339 146
139 227 278
216 878 299
844 249 531
75 315 996
862 662 955
201 54 681
744 10 546
788 466 236
782 179 380
457 812 65
772 306 659
89 320 460
250 408 956
679 81 769
870 379 772
294 764 410
671 333 705
240 658 868
438 83 401
722 213 573
389 655 466
790 772 903
672 81 748
467 282 669
385 142 337
85 759 364
749 676 641
456 317 386
295 533 799
871 22 333
532 166 973
595 369 780
433 280 428
728 311 426
837 961 884
611 688 2
731 925 962
779 838 872
555 666 783
260 725 516
36 482 577
157 205 538
137 256 470
905 710 410
411 524 730
65 894 157
467 674 218
391 556 295
813 521 466
880 692 136
342 173 396
599 353 13
387 380 103
379 208 271
341 291 736
596 766 756
55 580 552
358 735 865
926 753 756
283 616 870
471 920 45
909 417 451
49 888 957
806 33 520
346 8 388
74 243 528
806 440 55
508 584 516
822 356 545
711 51 194
379 474 574
217 387 670
705 706 313
714 716 931
56 684 308
581 162 981
466 509 570
368 455 376
76 147 787
867 368 766
598 170 635
907 578 243
878 500 693
877 832 322
154 79 176
355 506 492
577 330 706
513 380 232
780 860 791
84 959 87
662 449 676
715 55 30
916 473 861
603 699 869
140 362 562
30 628 863
794 210 115
275 409 459
836 152 440
167 475 309
402 6 144
958 17 188
789 140 798
944 701 949
505 845 914
652 126 968
248 351 286
605 17 819
570 508 978
122 362 443
276 629 60
354 249 716
538 290 757
28 298 406
227 751 839
478 134 311
304 825 774
403 205 822
439 460 46
915 365 439
651 282 675
762 228 903
153 497 417
79 505 316
674 197 934
812 39 320
187 885 108
247 912 573
180 224 630
72 576 368
465 444 592
929 278 359
733 170 878
779 263 114
519 338 744
877 451 48
490 173 804
534 27 499
776 847 947
930 291 997
115 215 981
268 730 122
664 132 685
384 317 135
922 387 37
471 733 343
740 239 259
886 248 765
201 285 471
203 828 725
206 381 438
637 673 264
674 456 204
356 818 761
896 97 802
88 468 661
10 528 88
240 4 665
40 381 459
600 103 412
649 604 142
471 487 835
433 850 379
258 336 777
250 924 221
660 698 785
357 384 612
752 697 741
249 189 366
807 2 902
568 937 906
402 908 879
424 659 471
534 557 453
857 402 541
705 125 572
267 112 31
894 142 935
162 670 627
187 403 164
549 944 164
949 884 158
332 723 383
690 339 218
257 25 284
862 515 830
362 721 77
308 112 564
493 447 938
732 742 115
411 85 45
758 277 730
269 929 925
408 712 987
581 386 807
51 273 169
930 589 50
556 11 552
18 105 149
929 255 482
847 873 564
63 165 857
691 468 647
248 86 724
476 929 714
687 152 284
457 767 127
273 100 949
681 438 177
916 817 430
958 755 141
667 624 957
233 915 803
327 881 810
511 38 714
554 538 433
512 84 141
540 686 26
177 342 923
600 551 579
378 250 744
400 391 276
922 255 441
384 494 938
784 37 858
708 891 215
647 569 243
530 273 998
557 495 500
540 457 566
82 361 155
264 579 156
33 51 54
844 305 600
511 468 930
399 752 644
190 379 864
749 556 127
730 944 167
459 308 421
190 732 706
344 766 177
489 456 641
961 329 371
480 93 829
159 121 741
95 928 318
669 906 325
908 445 852
812 849 683
706 214 204
908 485 177
719 743 711
558 303 769
96 803 986
673 863 429
893 611 478
424 96 350
224 860 648
247 350 658
297 694 110
535 485 200
518 630 95
634 338 442
591 319 535
58 497 357
190 396 119
289 180 60
935 931 813
248 600 909
671 224 865
488 578 305
515 954 925
181 706 87
898 569 738
623 491 230
888 862 799
929 727 341
476 935 415
608 721 57
672 706 384
142 687 852
191 610 185
368 724 813
722 74 430
419 378 158
342 39 501
399 468 439
950 604 509
775 448 451
476 310 554
373 164 164
614 87 181
501 478 520
169 103 485
480 907 469
85 312 402
866 679 788
457 195 28
198 62 876
406 119 543
219 35 353
849 231 368
165 19 582
189 854 588
611 73 974
99 90 570
661 620 219
535 369 726
264 557 184
419 494 453
629 361 314
253 373 440
157 911 523
51 78 759
598 112 53
720 318 236
174 205 207
44 155 562
205 309 115
53 673 296
139 771 985
367 670 28
735 651 105
465 912 826
437 305 280
476 180 979
474 820 881
773 304 282
264 10 726
350 260 8
452 852 756
681 637 788
399 426 145
451 16 292
633 935 120
15 548 233
59 268 147
691 161 465
65 911 27
120 725 535
55 454 862
28 2 47
260 698 472
253 203 205
364 608 763
707 624 313
403 158 154
555 373 805
711 746 695
89 488 510
212 757 119
342 273 786
23 128 654
723 724 442
917 86 181
873 638 927
729 219 989
9 425 280
394 76 242
610 784 255
857 689 818
434 469 945
633 148 804
46 835 992
764 498 145
752 669 514
312 706 696
390 600 436
255 20 428
891 49 308
393 769 427
948 371 480
828 313 16
140 831 766
335 489 440
168 502 771
367 891 192
286 853 109
572 859 474
524 722 988
461 108 923
517 539 540
230 912 359
548 299 130
118 572 966
642 811 494
522 945 745
731 448 622
19 462 236
823 786 615
560 143 168
280 157 80
825 436 766
296 937 387
539 542 100
87 24 22
826 275 340
844 833 569
691 225 478
915 120 64
428 600 805
94 26 787
721 15 792
269 308 52
571 906 285
197 677 871
662 137 390
833 911 844
640 91 948
672 653 633
382 738 150
862 339 688
111 30 36
50 843 782
834 156 918
533 539 312
288 603 570
512 134 9
326 296 417
621 123 568
391 434 476
320 161 724
786 309 562
860 615 919
158 736 47
839 401 648
176 213 357
250 651 428
662 132 519
77 647 303
692 934 942
360 84 695
664 778 683
911 391 262
767 752 26
227 46 367
947 407 507
240 737 797
871 704 192
537 475 423
74 693 408
689 556 864
207 916 999
191 897 182
463 226 506
136 813 740
961 243 970
628 572 353
815 555 276
759 950 239
563 396 310
370 319 900
573 27 96
505 317 187
496 95 461
279 567 113
298 49 879
613 878 175
639 918 193
614 605 334
369 601 222
400 738 313
761 852 627
299 526 910
263 385 381
834 754 678
484 436 747
355 659 447
591 78 294
136 257 746
314 460 984
566 559 659
277 143 290
610 922 956
205 75 590
775 868 44
395 469 201
19 118 431
834 192 860
72 157 848
332 877 890
402 358 437
49 381 756
253 861 714
275 756 445
340 738 431
608 647 827
665 670 781
830 755 269
442 570 475
414 590 940
11 515 563
469 794 65
106 211 797
406 370 551
901 515 863
435 242 909
296 423 374
572 436 847
802 287 543
747 847 723
487 647 25
284 316 283
763 319 638
192 1 522
296 66 973
196 275 110
556 790 868
901 98 534
710 630 20
520 829 85
922 937 937
929 5 307
440 883 810
708 85 219
186 928 960
166 631 43
522 241 787
742 18 260
957 388 565
684 135 663
56 189 722
228 196 73
819 918 695
105 213 635
675 170 25
852 710 880
287 575 306
158 828 497
680 567 480
358 761 767
601 920 343
544 312 808
193 945 693
749 119 370
151 411 688
398 675 602
827 109 594
308 765 144
657 403 561
731 426 203
188 678 265
719 292 19
88 364 751
389 290 450
833 307 286
752 782 287
392 890 308
621 893 835
263 673 14
791 92 138
141 290 579
515 742 991
164 941 363
902 191 271
90 865 246
780 652 753
132 150 864
597 154 657
270 506 197
711 867 805
635 22 792
527 540 588
313 514 464
377 462 4
91 902 451
595 123 258
780 656 802
557 118 806
815 678 49
925 934 87
141 53 306
588 668 182
389 697 391
154 763 922
91 257 619
686 470 396
715 651 348
753 771 766
412 119 365
646 569 734
645 357 791
608 541 320
737 353 261
541 542 586
620 139 263
844 82 773
579 96 916
122 761 588
97 256 646
126 129 981
311 195 819
162 590 306
389 837 259
650 677 434
183 197 233
630 279 943
34 939 604
255 426 938
46 42 844
556 481 892
337 497 26
738 888 978
722 26 245
752 856 571
199 391 971
193 56 219
391 955 805
955 560 86
448 48 402
82 875 443
648 589 904
274 240 239
959 716 447
605 749 575
139 934 799
189 353 54
819 567 519
495 269 624
705 612 944
650 73 783
233 427 63
483 11 888
615 213 897
508 423 984
147 441 896
360 184 62
855 629 161
752 666 1000
944 585 373
4 292 983
715 774 817
54 622 247
381 680 100
260 8 398
832 288 938
616 403 601
455 474 177
424 105 598
445 415 419
588 700 990
257 149 552
343 206 61
3 291 173
899 713 836
543 699 130
283 817 273
903 871 172
406 480 351
527 504 828
510 337 830
622 637 215
412 774 463
350 810 750
238 293 417
126 932 329
627 24 357
38 166 729
659 478 960
509 538 833
318 845 310
231 618 937
345 857 418
366 108 868
399 951 41
596 890 91
769 882 805
388 646 741
38 673 235
909 577 985
146 657 295
472 606 642
653 335 705
294 63 705
143 757 179
904 197 891
595 725 817
317 302 53
8 215 446
198 386 640
189 788 468
538 563 204
312 936 321
301 880 51
15 344 225
571 238 47
158 60 587
26 486 587
555 379 244
10 948 269
808 858 138
688 313 858
298 158 89
443 674 337
78 933 303
203 692 98
768 535 507
922 245 504
897 635 864
292 573 424
705 544 909
753 536 439
939 647 683
547 602 858
610 11 762
397 730 475
102 525 320
125 163 646
598 919 807
894 749 926
455 321 871
50 624 560
797 883 848
36 427 732
84 82 997
95 752 159
582 885 246
326 811 703
687 463 975
929 724 732
487 351 127
140 401 340
915 891 760
260 711 463
32 68 576
227 167 416
883 238 237
440 617 626
280 849 148
897 388 921
58 701 661
910 337 998
900 901 64
736 862 42
181 365 941
596 494 864
62 930 995
235 497 972
843 248 622
106 929 760
202 821 126
322 197 121
92 508 23
387 473 567
736 599 506
612 672 605
13 443 681
745 672 806
920 175 983
391 938 593
104 597 62
242 34 237
432 377 325
575 76 580
791 774 114
311 314 477
678 457 81
789 170 950
534 378 8
955 129 118
414 149 484
657 166 442
651 847 993
911 879 127
544 503 734
512 862 219
92 512 63
348 768 864
319 533 536
674 61 370
500 153 658
446 437 835
556 189 604
110 163 371
662 742 321
885 794 125
949 677 793
283 13 236
32 674 773
458 821 280
73 332 318
826 897 776
351 223 652
645 440 755
789 451 122
521 906 934
248 907 447
659 349 607
613 902 487
303 133 76
516 194 729
623 653 568
333 12 766
664 692 193
921 576 442
149 397 834
827 719 98
513 525 724
960 87 641
878 961 486
686 703 318
277 417 685
570 186 361
459 245 811
3 643 557
181 49 549
497 166 942
490 857 281
558 179 940
919 417 356
728 843 720
146 475 429
227 143 650
149 545 726
402 503 269
248 41 810
735 454 981
495 114 872
727 398 270
160 271 771
524 946 612
35 596 46
695 401 57
534 521 91
2 310 212
832 609 503
478 937 951
319 347 521
836 122 264
106 155 639
935 675 535
126 64 521
19 310 619
236 439 1
954 932 38
490 559 781
102 897 343
553 902 527
278 442 431
264 921 519
648 527 298
883 158 272
104 33 125
48 383 317
539 904 920
330 460 173
652 413 249
267 476 948
369 784 429
305 468 642
227 47 857
748 543 409
133 811 967
515 865 604
143 44 590
654 23 983
367 761 833
253 562 75
117 19 516
379 271 172
530 338 677
97 950 637
850 97 92
74 909 163
471 847 237
248 572 856
782 834 645
841 210 691
923 455 860
722 884 839
866 611 969
343 30 324
942 205 261
310 72 368
704 916 371
854 142 437
391 546 339
743 166 129
44 553 524
614 409 781
353 812 978
350 682 597
781 206 407
757 91 996
476 750 634
79 338 408
892 133 948
245 24 664
22 544 48
797 635 194
27 506 314
788 313 100
89 220 389
183 654 862
70 595 155
337 584 288
503 572 882
166 199 140
801 60 392
490 621 47
440 146 413
484 31 475
174 810 554
959 217 143
654 494 590
452 497 77
142 680 809
109 693 647
710 186 935
583 777 252
507 903 715
710 831 399
21 747 518
478 769 566
46 324 279
52 250 874
295 885 251
17 447 684
758 11 381
38 21 535
245 336 520
957 909 980
422 367 727
755 840 158
86 807 705
71 171 117
465 446 883
959 355 635
673 958 679
663 377 472
299 793 335
446 349 643
63 769 444
376 383 120
108 758 2
221 384 268
571 552 396
628 958 541
456 813 483
97 488 638
545 595 164
902 139 114
467 328 322
226 156 726
379 684 954
292 413 93
587 45 12
403 684 208
60 698 766
359 188 112
614 922 882
252 504 982
563 445 807
622 123 130
570 147 997
571 266 116
862 554 617
22 807 553
884 378 997
200 176 230
203 355 487
10 520 72
560 817 139
88 449 854
726 312 948
472 60 690
805 326 808
418 67 747
90 666 819
262 731 146
277 276 306
280 176 723
880 766 49
340 25 944
573 817 908
268 197 848
573 542 17
543 331 562
874 605 162
94 127 960
488 658 844
207 382 673
342 436 372
579 392 793
430 605 920
724 831 818
837 238 871
272 731 290
77 85 616
455 677 655
816 78 40
319 190 147
182 173 673
112 279 848
253 276 473
139 225 941
623 505 234
229 420 667
518 347 257
499 529 983
326 891 544
195 61 827
733 422 82
274 2 374
191 143 298
28 186 588
562 422 987
203 84 655
105 479 945
946 150 845
827 704 208
573 36 471
436 416 371
462 652 394
752 956 473
67 896 865
883 312 266
2 223 304
98 135 411
692 243 220
205 74 172
779 626 870
576 178 456
192 845 114
126 518 1
410 194 938
960 923 705
638 184 35
659 472 640
660 734 126
569 560 269
866 385 803
961 588 66
224 339 372
899 98 490
238 211 206
284 59 794
73 228 607
388 858 173
451 875 503
732 623 369
810 802 601
955 41 174
465 798 649
106 440 36
686 560 639
340 248 401
869 387 807
78 139 867
900 820 65
918 1972
577 425 879
895 27 552
907 608 89
688 159 990
372 402 723
256 380 334
289 752 729
283 361 599
105 535 72
196 813 11
394 351 649
175 877 921
390 653 711
256 668 123
471 385 884
62 827 485
484 22 282
103 554 388
457 246 755
303 362 608
579 895 168
269 842 373
702 444 898
311 306 764
702 631 436
430 299 534
201 412 173
778 282 326
394 58 815
766 301 823
830 618 331
583 119 270
81 548 576
904 890 458
423 285 814
406 410 6
665 847 427
790 681 909
592 786 455
43 718 5
415 622 156
535 108 925
898 286 927
579 606 244
884 504 662
9 467 35
399 706 428
746 760 48
614 550 143
734 496 546
716 247 575
745 856 835
781 686 140
317 842 57
440 854 734
340 9 779
503 268 89
167 530 310
297 247 716
240 433 974
465 403 90
865 214 286
561 254 369
572 551 757
241 341 160
85 894 963
113 584 563
73 426 609
704 408 648
225 883 738
207 7 976
302 647 972
115 380 199
218 273 9
812 381 915
709 797 945
470 865 894
240 509 398
867 834 34
285 752 331
636 886 21
896 888 418
95 627 171
195 127 164
108 347 638
215 778 86
571 716 94
453 827 372
687 35 427
406 898 43
472 329 998
379 70 740
581 606 905
407 290 645
20 382 606
382 64 864
258 561 104
256 63 561
391 522 408
337 722 77
371 674 712
521 809 767
541 584 365
470 183 121
608 110 239
380 125 91
418 284 4
592 689 409
686 557 87
490 140 203
915 76 144
94 582 901
583 611 621
631 575 293
813 627 745
635 86 231
359 247 854
169 69 935
729 723 494
137 679 533
877 305 336
429 328 221
797 573 566
330 336 200
710 750 505
228 642 525
186 187 12
222 121 607
883 445 312
826 786 73
13 4 434
455 864 188
445 83 247
721 191 336
806 318 808
371 411 64
802 396 975
789 164 630
553 917 48
166 399 444
270 456 35
878 676 842
8 38 787
651 354 746
601 338 925
91 619 612
197 73 435
888 487 585
887 727 894
871 665 431
185 596 311
146 111 974
627 286 535
274 232 314
222 196 915
323 777 309
621 709 30
436 697 580
654 483 822
874 416 273
515 915 410
61 903 565
891 848 907
248 266 948
306 274 383
366 673 636
399 736 72
282 816 554
17 830 914
445 155 986
506 185 44
161 263 866
623 12 255
382 531 659
249 665 129
147 800 591
112 405 501
142 92 557
673 137 959
745 748 694
852 712 486
717 48 7
732 364 520
563 252 566
504 467 148
232 77 983
580 189 938
557 65 689
828 694 776
383 743 110
123 5 326
342 828 34
881 716 384
793 315 868
224 49 87
563 417 130
348 660 71
405 529 270
354 704 351
41 716 785
34 489 233
355 333 902
263 207 124
82 454 855
501 767 555
645 161 461
34 662 218
44 124 760
857 45 880
366 709 153
221 330 544
279 377 545
206 696 453
665 138 578
477 66 298
191 684 972
375 384 665
687 484 250
909 478 758
96 623 835
788 417 19
331 48 528
772 604 730
456 675 834
137 28 486
631 913 288
553 209 352
716 839 303
808 357 884
476 751 405
4 722 374
554 796 70
15 7 199
499 885 216
136 510 285
517 82 483
683 155 528
282 377 232
823 317 678
392 365 124
614 590 352
562 47 562
138 42 939
580 30 796
851 574 50
28 488 160
367 327 592
836 319 760
820 73 227
483 560 46
538 895 818
210 559 723
17 136 542
356 401 478
642 223 801
432 191 180
449 153 998
613 101 130
806 644 496
47 914 230
715 675 865
80 200 500
680 779 83
9 496 913
565 344 806
895 665 109
803 565 318
883 251 347
59 739 887
561 211 509
40 911 236
461 839 446
560 110 149
446 213 442
417 876 123
400 176 243
277 138 316
254 823 899
811 95 393
134 844 842
670 71 477
172 766 257
483 613 22
886 751 824
863 374 689
888 44 851
21 576 434
877 408 920
431 660 559
395 335 337
668 771 181
817 138 807
727 897 787
662 298 491
306 75 557
127 250 304
401 464 401
52 489 126
439 852 31
726 682 848
624 385 990
900 768 486
642 401 722
653 915 520
109 126 703
217 382 896
383 511 520
336 360 407
621 462 607
211 133 439
66 546 672
679 496 789
338 915 313
156 22 783
609 177 313
261 767 360
214 900 838
545 450 554
40 678 385
393 523 767
480 132 363
24 57 118
252 623 49
354 868 614
853 119 155
268 245 426
494 167 753
200 125 928
899 352 447
566 97 987
568 150 942
652 766 531
789 712 460
623 135 911
824 434 269
2 837 787
409 278 716
185 8 435
102 812 997
877 846 828
736 212 250
60 155 603
412 332 618
773 216 301
441 672 918
786 234 298
668 793 138
198 723 651
739 411 632
718 820 515
503 219 802
761 80 728
885 362 867
40 237 769
892 833 956
262 6 791
40 786 378
155 708 848
366 836 396
539 96 565
211 242 802
68 824 547
238 306 290
828 904 860
470 425 474
122 861 437
314 380 864
516 727 494
878 466 50
303 869 178
737 865 461
261 870 867
784 776 543
83 918 891
824 253 444
516 813 480
421 191 453
345 357 92
550 389 430
241 528 916
326 76 384
889 634 448
653 631 373
543 876 298
595 154 890
741 131 804
354 755 15
73 174 733
141 238 872
672 410 466
806 448 140
427 143 940
354 31 964
184 147 662
579 607 625
638 591 161
245 396 862
254 490 892
152 688 899
698 179 156
